step,sched_reqs,sched_tokens,batch,num_query_tokens,sum_seq_len,num_spec_tokens,draft_ms,target_fwd_ms,n_target_fwd,exec_ms,sample_ms,step_ms
0,32,64,-1,-1,-1,-1,-1,24.214527,1,4801.61377,17465.066406,22266.680176
1,32,32,-1,-1,-1,-1,-1,15.44704,1,17.567743,4.006912,21.574656
2,1,2048,-1,-1,-1,-1,-1,-1,0,188.432388,0.838656,189.271044
3,6,8192,-1,-1,-1,-1,-1,-1,0,514.749451,0.822272,515.571723
4,10,8192,-1,-1,-1,-1,-1,-1,0,500.2117,0.832512,501.044212
5,14,8192,-1,-1,-1,-1,-1,-1,0,508.942322,0.83968,509.782002
6,18,8192,-1,-1,-1,-1,-1,-1,0,506.934265,0.861184,507.795449
7,22,8192,-1,-1,-1,-1,-1,-1,0,512.908264,0.87552,513.783784
8,26,8192,-1,-1,-1,-1,-1,-1,0,512.779236,0.887808,513.667044
9,30,8192,-1,-1,-1,-1,-1,-1,0,518.402039,0.88064,519.282679
10,32,5798,-1,-1,-1,-1,-1,-1,0,374.163452,0.904192,375.067644
11,32,32,-1,-1,-1,-1,-1,21.160959,1,21.203968,0.873472,22.07744
12,32,32,-1,-1,-1,-1,-1,20.962303,1,21.005312,0.869376,21.874688
13,32,32,-1,-1,-1,-1,-1,20.887552,1,20.929537,0.874496,21.804033
14,32,32,-1,-1,-1,-1,-1,20.854784,1,20.898815,0.866304,21.765119
15,32,32,-1,-1,-1,-1,-1,20.875263,1,20.918272,0.8704,21.788672
16,32,32,-1,-1,-1,-1,-1,20.856833,1,20.899839,0.868352,21.768191
17,32,32,-1,-1,-1,-1,-1,20.816896,1,20.859903,0.873472,21.733375
18,32,32,-1,-1,-1,-1,-1,20.799488,1,20.841473,0.871424,21.712897
19,32,32,-1,-1,-1,-1,-1,20.794369,1,20.850689,0.869376,21.720065
20,32,32,-1,-1,-1,-1,-1,20.811775,1,20.876287,0.868352,21.744639
21,32,32,-1,-1,-1,-1,-1,20.786177,1,20.850689,0.866304,21.716993
22,32,32,-1,-1,-1,-1,-1,20.790272,1,20.85376,0.871424,21.725184
23,32,32,-1,-1,-1,-1,-1,20.806656,1,20.873217,0.874496,21.747713
24,32,32,-1,-1,-1,-1,-1,20.791296,1,20.856833,0.8704,21.727233
25,32,32,-1,-1,-1,-1,-1,20.808704,1,20.873217,0.871424,21.744641
26,32,32,-1,-1,-1,-1,-1,20.790272,1,20.855808,0.871424,21.727232
27,32,32,-1,-1,-1,-1,-1,20.809729,1,20.852736,0.868352,21.721088
28,32,32,-1,-1,-1,-1,-1,20.801537,1,20.843519,0.869376,21.712895
29,32,32,-1,-1,-1,-1,-1,20.79744,1,20.839424,0.867328,21.706752
30,32,32,-1,-1,-1,-1,-1,20.82304,1,20.864,0.8704,21.7344
31,32,32,-1,-1,-1,-1,-1,20.785152,1,20.828159,0.873472,21.701631
32,32,32,-1,-1,-1,-1,-1,20.810753,1,20.852736,0.8704,21.723136
33,32,32,-1,-1,-1,-1,-1,20.804607,1,20.847616,0.86528,21.712896
34,32,32,-1,-1,-1,-1,-1,20.817921,1,20.859903,0.866304,21.726207
35,32,32,-1,-1,-1,-1,-1,20.812799,1,20.877312,0.8704,21.747712
36,32,32,-1,-1,-1,-1,-1,20.814848,1,20.871168,0.867328,21.738496
37,32,32,-1,-1,-1,-1,-1,20.82304,1,20.888577,0.869376,21.757953
38,32,32,-1,-1,-1,-1,-1,20.794369,1,20.851711,0.8704,21.722111
39,32,32,-1,-1,-1,-1,-1,20.82304,1,20.891647,0.869376,21.761023
40,32,32,-1,-1,-1,-1,-1,20.799488,1,20.855808,0.873472,21.72928
41,32,32,-1,-1,-1,-1,-1,20.836351,1,20.900864,0.867328,21.768192
42,32,32,-1,-1,-1,-1,-1,20.819967,1,20.885504,0.86528,21.750784
43,32,32,-1,-1,-1,-1,-1,20.812799,1,20.855808,0.878592,21.7344
44,32,32,-1,-1,-1,-1,-1,20.840448,1,20.883455,0.874496,21.757951
45,32,32,-1,-1,-1,-1,-1,20.8384,1,20.881409,0.868352,21.749761
46,32,32,-1,-1,-1,-1,-1,20.836351,1,20.878336,0.868352,21.746688
