step,sched_reqs,sched_tokens,batch,num_query_tokens,sum_seq_len,num_spec_tokens,draft_ms,step_ms
0,64,320,-1,-1,-1,-1,-1,103.64109
1,64,256,-1,-1,-1,-1,-1,33.402882
2,0,-1,-1,-1,-1,-1,-1,0.004096
3,1,2048,-1,-1,-1,-1,-1,163.115005
4,5,8192,-1,-1,-1,-1,-1,531.0177
5,9,8192,-1,-1,-1,-1,-1,515.125244
6,13,8192,-1,-1,-1,-1,-1,519.116821
7,17,8192,-1,-1,-1,-1,-1,521.68396
8,21,8192,-1,-1,-1,-1,-1,524.05658
9,25,8192,-1,-1,-1,-1,-1,527.625244
10,29,8192,-1,-1,-1,-1,-1,530.265076
11,33,8192,-1,-1,-1,-1,-1,533.060608
12,37,8192,-1,-1,-1,-1,-1,536.279053
13,41,8192,-1,-1,-1,-1,-1,538.57074
14,45,8192,-1,-1,-1,-1,-1,541.445129
15,49,8192,-1,-1,-1,-1,-1,543.632385
16,53,8192,-1,-1,-1,-1,-1,547.350525
17,57,8192,-1,-1,-1,-1,-1,548.208618
18,61,8192,-1,-1,-1,-1,-1,553.654297
19,64,8126,-1,-1,-1,-1,-1,553.305115
20,64,256,-1,-1,-1,-1,-1,57.730049
21,64,256,-1,-1,-1,-1,-1,56.790016
22,64,256,-1,-1,-1,-1,-1,56.588287
23,64,256,-1,-1,-1,-1,-1,56.255489
24,64,256,-1,-1,-1,-1,-1,56.479744
25,64,256,-1,-1,-1,-1,-1,56.370174
26,64,256,-1,-1,-1,-1,-1,56.331264
27,64,256,-1,-1,-1,-1,-1,56.699905
28,64,256,-1,-1,-1,-1,-1,56.537086
29,64,256,-1,-1,-1,-1,-1,56.702976
30,64,256,-1,-1,-1,-1,-1,56.651775
31,64,256,-1,-1,-1,-1,-1,56.767487
32,64,256,-1,-1,-1,-1,-1,56.994816
33,64,256,-1,-1,-1,-1,-1,56.976383
34,64,256,-1,-1,-1,-1,-1,57.209854
35,64,256,-1,-1,-1,-1,-1,57.759743
36,64,256,-1,-1,-1,-1,-1,57.754623
37,64,256,-1,-1,-1,-1,-1,57.159679
38,64,256,-1,-1,-1,-1,-1,57.048065
39,64,256,-1,-1,-1,-1,-1,57.153538
40,64,256,-1,-1,-1,-1,-1,57.281536
41,64,256,-1,-1,-1,-1,-1,57.408512
42,64,256,-1,-1,-1,-1,-1,57.335808
43,64,256,-1,-1,-1,-1,-1,57.460735
44,64,256,-1,-1,-1,-1,-1,57.310207
45,64,256,-1,-1,-1,-1,-1,57.367554
46,64,256,-1,-1,-1,-1,-1,57.362431
47,64,256,-1,-1,-1,-1,-1,57.501698
48,64,256,-1,-1,-1,-1,-1,57.572353
49,64,256,-1,-1,-1,-1,-1,57.935871
50,64,256,-1,-1,-1,-1,-1,57.981953
51,64,256,-1,-1,-1,-1,-1,57.908222
52,64,256,-1,-1,-1,-1,-1,58.340351
53,64,256,-1,-1,-1,-1,-1,57.999359
54,64,256,-1,-1,-1,-1,-1,57.815041
55,64,6390,-1,-1,-1,-1,-1,445.77179
56,63,8192,-1,-1,-1,-1,-1,556.541931
57,64,2537,-1,-1,-1,-1,-1,205.604858
58,64,4346,-1,-1,-1,-1,-1,324.774902
59,64,2301,-1,-1,-1,-1,-1,193.313797
60,64,6391,-1,-1,-1,-1,-1,447.378418
61,61,8192,-1,-1,-1,-1,-1,554.899475
62,62,8192,-1,-1,-1,-1,-1,554.821655
63,64,6848,-1,-1,-1,-1,-1,471.177216
64,64,8192,-1,-1,-1,-1,-1,556.201965
65,64,6631,-1,-1,-1,-1,-1,459.506683
66,61,8192,-1,-1,-1,-1,-1,554.867737
67,64,8192,-1,-1,-1,-1,-1,558.014465
68,64,6859,-1,-1,-1,-1,-1,469.984253
69,64,8192,-1,-1,-1,-1,-1,557.733887
70,64,4586,-1,-1,-1,-1,-1,336.147461
71,64,4346,-1,-1,-1,-1,-1,326.153229
72,64,4346,-1,-1,-1,-1,-1,327.073792
73,64,4345,-1,-1,-1,-1,-1,325.551117
74,64,2301,-1,-1,-1,-1,-1,191.815674
75,64,6390,-1,-1,-1,-1,-1,447.347717
76,64,2301,-1,-1,-1,-1,-1,192.325638
77,64,8192,-1,-1,-1,-1,-1,557.804565
78,64,496,-1,-1,-1,-1,-1,76.046333
79,64,256,-1,-1,-1,-1,-1,56.927231
80,64,256,-1,-1,-1,-1,-1,56.412159
81,64,256,-1,-1,-1,-1,-1,56.393726
82,64,256,-1,-1,-1,-1,-1,56.509441
83,64,256,-1,-1,-1,-1,-1,56.516609
84,64,256,-1,-1,-1,-1,-1,56.644608
85,64,256,-1,-1,-1,-1,-1,56.793087
86,64,256,-1,-1,-1,-1,-1,57.013248
87,64,256,-1,-1,-1,-1,-1,56.81152
88,64,256,-1,-1,-1,-1,-1,56.928257
89,64,256,-1,-1,-1,-1,-1,56.958977
90,64,256,-1,-1,-1,-1,-1,56.961025
91,64,256,-1,-1,-1,-1,-1,57.012222
92,64,256,-1,-1,-1,-1,-1,57.524223
93,64,256,-1,-1,-1,-1,-1,57.49453
94,64,256,-1,-1,-1,-1,-1,57.44128
95,64,256,-1,-1,-1,-1,-1,57.58157
96,64,256,-1,-1,-1,-1,-1,57.513985
97,64,256,-1,-1,-1,-1,-1,57.254913
98,64,256,-1,-1,-1,-1,-1,57.715714
99,64,256,-1,-1,-1,-1,-1,57.16275
100,64,256,-1,-1,-1,-1,-1,57.458687
101,64,256,-1,-1,-1,-1,-1,57.611263
102,64,4346,-1,-1,-1,-1,-1,326.171661
103,64,256,-1,-1,-1,-1,-1,57.987072
104,64,256,-1,-1,-1,-1,-1,57.769985
105,64,2301,-1,-1,-1,-1,-1,192.498688
106,64,256,-1,-1,-1,-1,-1,58.067966
107,64,256,-1,-1,-1,-1,-1,57.700352
108,64,2301,-1,-1,-1,-1,-1,192.471039
109,64,2301,-1,-1,-1,-1,-1,192.468994
110,64,6390,-1,-1,-1,-1,-1,450.399231
111,64,4345,-1,-1,-1,-1,-1,324.631561
112,64,6390,-1,-1,-1,-1,-1,448.407562
