step,sched_reqs,sched_tokens,batch,num_query_tokens,sum_seq_len,num_spec_tokens,draft_ms,step_ms
0,32,64,-1,-1,-1,-1,-1,4693.608398
1,32,32,-1,-1,-1,-1,-1,16.949247
2,0,-1,-1,-1,-1,-1,-1,0.004096
3,1,2048,-1,-1,-1,-1,-1,201.025543
4,6,8192,-1,-1,-1,-1,-1,535.496704
5,10,8192,-1,-1,-1,-1,-1,515.783691
6,14,8192,-1,-1,-1,-1,-1,519.575562
7,18,8192,-1,-1,-1,-1,-1,520.425476
8,22,8192,-1,-1,-1,-1,-1,523.197449
9,26,8192,-1,-1,-1,-1,-1,528.386047
10,30,8192,-1,-1,-1,-1,-1,528.742371
11,32,5798,-1,-1,-1,-1,-1,386.344971
12,32,32,-1,-1,-1,-1,-1,21.568512
13,32,32,-1,-1,-1,-1,-1,21.160959
14,32,32,-1,-1,-1,-1,-1,20.988928
15,32,32,-1,-1,-1,-1,-1,31.072256
16,32,32,-1,-1,-1,-1,-1,21.986303
17,32,32,-1,-1,-1,-1,-1,36.770817
18,32,32,-1,-1,-1,-1,-1,24.748032
19,32,32,-1,-1,-1,-1,-1,20.839424
20,32,32,-1,-1,-1,-1,-1,29.742081
21,32,32,-1,-1,-1,-1,-1,20.847616
22,32,32,-1,-1,-1,-1,-1,20.835327
23,32,32,-1,-1,-1,-1,-1,20.852736
24,32,32,-1,-1,-1,-1,-1,20.834305
25,32,32,-1,-1,-1,-1,-1,20.827135
26,32,32,-1,-1,-1,-1,-1,20.849665
27,32,32,-1,-1,-1,-1,-1,20.822016
28,32,32,-1,-1,-1,-1,-1,20.8384
29,32,32,-1,-1,-1,-1,-1,20.811775
30,32,32,-1,-1,-1,-1,-1,20.835327
31,32,32,-1,-1,-1,-1,-1,20.855808
32,32,32,-1,-1,-1,-1,-1,20.85376
33,32,32,-1,-1,-1,-1,-1,20.825089
34,32,32,-1,-1,-1,-1,-1,20.845568
35,32,32,-1,-1,-1,-1,-1,22.274048
36,32,32,-1,-1,-1,-1,-1,26.595327
37,32,32,-1,-1,-1,-1,-1,20.858879
38,32,32,-1,-1,-1,-1,-1,20.890623
39,32,32,-1,-1,-1,-1,-1,20.856833
40,32,32,-1,-1,-1,-1,-1,20.880384
