step,sched_reqs,sched_tokens,batch,num_query_tokens,sum_seq_len,num_spec_tokens,draft_ms,step_ms
0,32,160,-1,-1,-1,-1,-1,658.180115
1,32,128,-1,-1,-1,-1,-1,456.99585
2,0,-1,-1,-1,-1,-1,-1,0.00512
3,1,2048,-1,-1,-1,-1,-1,161.474564
4,5,8192,-1,-1,-1,-1,-1,520.433655
5,9,8192,-1,-1,-1,-1,-1,515.661804
6,13,8192,-1,-1,-1,-1,-1,516.934631
7,17,8192,-1,-1,-1,-1,-1,522.617859
8,21,8192,-1,-1,-1,-1,-1,522.979309
9,25,8192,-1,-1,-1,-1,-1,527.672302
10,29,8192,-1,-1,-1,-1,-1,528.879639
11,32,6626,-1,-1,-1,-1,-1,435.049469
12,32,128,-1,-1,-1,-1,-1,31.428608
13,32,128,-1,-1,-1,-1,-1,30.756865
14,32,128,-1,-1,-1,-1,-1,30.5152
15,32,128,-1,-1,-1,-1,-1,30.349312
16,32,128,-1,-1,-1,-1,-1,30.449663
17,32,128,-1,-1,-1,-1,-1,30.38208
18,32,128,-1,-1,-1,-1,-1,30.251007
19,32,128,-1,-1,-1,-1,-1,30.200832
20,32,128,-1,-1,-1,-1,-1,30.406656
21,32,128,-1,-1,-1,-1,-1,30.422016
22,32,128,-1,-1,-1,-1,-1,30.272512
23,32,128,-1,-1,-1,-1,-1,30.414848
24,32,128,-1,-1,-1,-1,-1,30.424065
25,32,128,-1,-1,-1,-1,-1,30.500864
26,32,128,-1,-1,-1,-1,-1,30.51008
27,32,128,-1,-1,-1,-1,-1,30.541824
28,32,128,-1,-1,-1,-1,-1,30.433281
29,32,128,-1,-1,-1,-1,-1,30.416897
30,32,128,-1,-1,-1,-1,-1,30.274561
31,32,128,-1,-1,-1,-1,-1,30.488577
32,32,128,-1,-1,-1,-1,-1,30.521343
33,32,128,-1,-1,-1,-1,-1,30.492672
34,32,128,-1,-1,-1,-1,-1,30.4384
35,32,128,-1,-1,-1,-1,-1,30.434303
36,32,128,-1,-1,-1,-1,-1,30.444544
37,32,128,-1,-1,-1,-1,-1,30.281729
38,32,128,-1,-1,-1,-1,-1,30.24896
39,32,128,-1,-1,-1,-1,-1,30.447617
40,32,128,-1,-1,-1,-1,-1,30.461952
41,32,128,-1,-1,-1,-1,-1,30.307327
42,32,128,-1,-1,-1,-1,-1,30.478336
43,32,128,-1,-1,-1,-1,-1,30.507008
44,32,128,-1,-1,-1,-1,-1,30.534657
45,32,128,-1,-1,-1,-1,-1,30.448641
46,32,128,-1,-1,-1,-1,-1,30.448641
47,32,128,-1,-1,-1,-1,-1,30.473215
48,32,2173,-1,-1,-1,-1,-1,161.172485
49,32,128,-1,-1,-1,-1,-1,31.601664
50,32,128,-1,-1,-1,-1,-1,30.811136
51,32,128,-1,-1,-1,-1,-1,30.503937
52,32,128,-1,-1,-1,-1,-1,30.470144
53,32,128,-1,-1,-1,-1,-1,30.551041
54,32,128,-1,-1,-1,-1,-1,30.610432
55,32,6263,-1,-1,-1,-1,-1,419.970062
56,32,6263,-1,-1,-1,-1,-1,422.452209
57,32,2173,-1,-1,-1,-1,-1,162.059265
58,32,2173,-1,-1,-1,-1,-1,161.520645
59,32,4217,-1,-1,-1,-1,-1,291.209229
60,32,6263,-1,-1,-1,-1,-1,422.478851
61,31,8192,-1,-1,-1,-1,-1,533.854187
62,32,4325,-1,-1,-1,-1,-1,303.313934
63,32,6263,-1,-1,-1,-1,-1,422.974457
64,32,2172,-1,-1,-1,-1,-1,161.045502
65,32,128,-1,-1,-1,-1,-1,31.585279
66,32,6263,-1,-1,-1,-1,-1,421.968903
67,32,4217,-1,-1,-1,-1,-1,290.843658
68,32,2173,-1,-1,-1,-1,-1,161.840134
69,32,128,-1,-1,-1,-1,-1,31.598593
70,32,2173,-1,-1,-1,-1,-1,159.772675
71,32,128,-1,-1,-1,-1,-1,31.550465
72,32,2173,-1,-1,-1,-1,-1,160.891907
73,32,128,-1,-1,-1,-1,-1,31.370239
74,32,128,-1,-1,-1,-1,-1,30.852097
75,32,128,-1,-1,-1,-1,-1,30.695423
76,32,128,-1,-1,-1,-1,-1,30.642176
77,32,128,-1,-1,-1,-1,-1,30.403584
78,32,128,-1,-1,-1,-1,-1,30.393345
79,32,128,-1,-1,-1,-1,-1,30.391296
80,32,128,-1,-1,-1,-1,-1,30.393345
81,32,128,-1,-1,-1,-1,-1,30.401537
82,32,128,-1,-1,-1,-1,-1,30.439425
83,32,128,-1,-1,-1,-1,-1,30.396416
84,32,128,-1,-1,-1,-1,-1,30.410751
85,32,128,-1,-1,-1,-1,-1,30.434303
86,32,128,-1,-1,-1,-1,-1,30.427135
87,32,128,-1,-1,-1,-1,-1,30.424065
88,32,128,-1,-1,-1,-1,-1,30.388224
89,32,128,-1,-1,-1,-1,-1,30.444544
90,32,128,-1,-1,-1,-1,-1,30.459904
91,32,128,-1,-1,-1,-1,-1,30.468096
92,32,128,-1,-1,-1,-1,-1,30.448641
93,32,128,-1,-1,-1,-1,-1,30.442495
94,32,128,-1,-1,-1,-1,-1,30.665728
95,32,128,-1,-1,-1,-1,-1,30.661633
96,32,128,-1,-1,-1,-1,-1,30.526464
