step,batch,num_query_tokens,sum_seq_len,num_spec_tokens,draft_ms
343,32,128,34363,3,3.078144
344,32,128,34451,3,3.03616
345,32,1148,34400,3,5.527552
346,32,128,34483,3,3.072
347,32,128,34557,3,3.038208
348,32,128,34639,3,3.019776
349,32,1149,34596,3,5.537792
350,32,128,34666,3,3.081216
351,32,128,34733,3,3.054592
352,32,128,34809,3,3.021824
353,32,128,34883,3,3.02592
354,32,128,34963,3,3.030016
355,32,128,35048,3,3.019776
356,32,128,35126,3,3.019776
357,32,128,35195,3,3.018752
358,32,128,35264,3,3.01568
359,32,128,35341,3,3.016704
360,32,128,35419,3,3.01568
361,32,128,35498,3,3.018752
362,32,128,35566,3,3.019776
363,32,128,35640,3,3.018752
364,32,128,35716,3,3.028992
365,32,128,35798,3,3.018752
366,32,128,35878,3,3.032064
367,32,128,35949,3,3.03104
368,32,1149,35902,3,5.549056
369,32,128,35975,3,3.088384
370,32,1149,35906,3,5.492736
371,32,2170,35721,3,8.285184
372,32,2170,35550,3,8.343552
373,32,2170,35376,3,8.275968
374,32,1148,35334,3,5.536768
375,32,128,35414,3,3.074048
376,32,2170,35224,3,8.272896
377,32,2169,35050,3,8.203264
378,32,128,35124,3,3.075072
379,32,4211,34686,3,13.292544
380,32,2170,34499,3,8.193024
381,32,3190,34213,3,10.766336
382,32,128,34299,3,3.081216
383,32,128,34381,3,3.0464
384,32,128,34452,3,3.032064
385,32,128,34529,3,3.030016
386,32,2170,34359,3,8.260608
387,32,1148,34304,3,5.48864
388,32,128,34403,3,3.073024
389,32,128,34488,3,3.038208
390,32,1149,34433,3,5.531648
391,32,1149,34379,3,5.497856
392,32,1149,34324,3,5.490688
393,32,128,34399,3,3.08224
394,32,1133,34362,3,5.472256
395,32,128,34455,3,3.064832
396,32,128,34527,3,3.047424
397,32,128,34601,3,3.02592
398,32,128,34681,3,3.030016
399,32,1149,34618,3,5.592064
400,32,128,34694,3,3.078144
401,32,128,34780,3,3.055616
402,32,1149,34726,3,5.528576
403,32,128,34802,3,3.081216
404,32,128,34867,3,3.048448
405,32,128,34941,3,3.035136
406,32,128,35024,3,3.03104
407,32,1149,34961,3,5.530624
408,32,128,35037,3,3.083264
409,32,128,35118,3,3.044352
410,32,128,35186,3,3.034112
411,32,128,35264,3,3.027968
412,32,128,35343,3,3.026944
413,32,1149,35299,3,5.537792
414,32,128,35365,3,3.085312
415,32,128,35437,3,3.049472
416,32,128,35509,3,3.017728
417,32,128,35582,3,3.028992
418,32,128,35658,3,3.03616
419,32,1149,35610,3,5.537792
420,32,1149,35558,3,5.491712
421,32,1149,35514,3,5.501952
422,32,1149,35468,3,5.497856
423,32,2170,35300,3,8.200192
424,32,1149,35248,3,5.58592
425,32,3191,34953,3,10.985472
426,32,1149,34895,3,5.572608
427,32,2170,34704,3,8.193024
428,32,128,34787,3,3.084288
429,32,1149,34727,3,5.527552
430,32,1149,34679,3,5.496832
431,32,1149,34633,3,5.495808
432,32,1149,34569,3,5.485568
433,32,128,34655,3,3.057664
434,32,128,34741,3,3.044352
435,32,1149,34715,3,5.53984
436,32,2169,34515,3,8.251392
437,32,1149,34467,3,5.576704
438,32,128,34552,3,3.095552
439,32,1149,34513,3,5.535744
440,32,128,34592,3,3.080192
441,32,1149,34546,3,5.500928
442,32,128,34634,3,3.05664
443,32,1149,34574,3,5.531648
444,32,2169,34390,3,8.260608
445,32,128,34476,3,3.083264
446,32,128,34558,3,3.039232
447,32,1149,34513,3,5.531648
448,32,128,34591,3,3.07712
449,32,128,34673,3,3.043328
450,32,128,34747,3,3.02592
451,32,128,34821,3,3.035136
452,32,128,34893,3,3.030016
453,32,128,34963,3,3.024896
454,32,128,35042,3,3.017728
455,32,1149,34978,3,5.538816
456,32,1149,34910,3,5.48864
457,32,128,34974,3,3.075072
458,32,1149,34935,3,5.530624
459,32,1149,34854,3,5.49376
460,32,128,34937,3,3.065856
461,32,128,35009,3,3.047424
462,32,1149,34959,3,5.531648
463,32,128,35029,3,3.084288
464,32,128,35105,3,3.037184
465,32,128,35183,3,3.037184
466,32,128,35254,3,3.03616
467,32,128,35332,3,3.033088
468,32,128,35411,3,3.007488
469,32,128,35483,3,3.0208
470,32,1149,35441,3,5.532672
471,32,128,35522,3,3.083264
472,32,1148,35472,3,5.536768
473,32,3190,35169,3,10.783744
474,32,128,35247,3,3.08224
475,32,1149,35196,3,5.536768
476,32,128,35273,3,3.080192
477,32,1149,35209,3,5.536768
478,32,1117,35147,3,5.515264
479,32,128,35226,3,3.084288
480,32,1148,35168,3,5.57056
481,32,2170,34997,3,8.274944
482,32,1149,34924,3,5.500928
483,32,128,35000,3,3.069952
484,32,1148,34935,3,5.531648
485,32,128,35020,3,3.083264
486,32,1149,34963,3,5.53472
487,32,128,35029,3,3.070976
488,32,1149,34963,3,5.542912
489,32,1149,34921,3,5.504
490,32,2170,34722,3,8.353792
491,32,1149,34658,3,5.53472
492,32,128,34735,3,3.079168
493,32,128,34808,3,3.054592
494,32,128,34891,3,3.03616
495,32,2170,34699,3,8.23808
496,32,128,34784,3,3.070976
497,32,128,34865,3,3.037184
498,32,1149,34808,3,5.548032
499,32,1149,34745,3,5.533696
500,32,1149,34701,3,5.543936
501,32,128,34784,3,3.07712
502,32,128,34855,3,3.048448
503,32,1149,34774,3,5.531648
504,32,1149,34742,3,5.53984
505,32,128,34830,3,3.086336
506,32,1149,34768,3,5.528576
507,32,128,34848,3,3.098624
508,32,1149,34802,3,5.548032
509,32,1148,34749,3,5.491712
510,32,128,34832,3,3.072
511,32,128,34910,3,3.033088
512,32,128,34981,3,3.037184
513,32,128,35056,3,3.033088
514,32,128,35130,3,3.034112
515,32,1149,35059,3,5.540864
516,32,128,35137,3,3.089408
517,32,128,35211,3,3.05664
518,32,128,35286,3,3.043328
519,32,128,35349,3,3.040256
520,32,1149,35289,3,5.53472
521,32,1148,35217,3,5.532672
522,32,2170,35034,3,8.261632
523,32,128,35108,3,3.086336
524,32,1149,35079,3,5.533696
525,32,128,35153,3,3.084288
526,32,128,35234,3,3.054592
527,32,128,35324,3,3.037184
528,32,2170,35146,3,8.264704
529,32,128,35221,3,3.084288
530,32,128,35302,3,3.049472
531,32,1149,35256,3,5.543936
532,32,2168,35058,3,8.267776
533,32,2170,34881,3,8.265728
534,32,1149,34847,3,5.510144
535,32,128,34938,3,3.081216
536,32,128,35019,3,3.06176
537,32,128,35114,3,3.035136
538,32,128,35182,3,3.03104
539,32,2170,34990,3,8.271872
540,32,128,35077,3,3.085312
541,32,2170,34900,3,8.269824
542,32,3191,34587,3,10.689536
543,32,128,34672,3,3.086336
544,32,1149,34632,3,5.541888
545,32,1149,34562,3,5.535744
546,32,128,34646,3,3.08224
547,32,128,34731,3,3.049472
548,32,128,34816,3,3.032064
549,32,1149,34760,3,5.521408
550,32,128,34837,3,3.083264
551,32,128,34930,3,3.057664
552,32,128,35000,3,3.035136
553,32,1149,34944,3,5.533696
554,32,128,35026,3,3.096576
555,32,1149,34952,3,5.53472
556,32,2170,34770,3,8.282112
557,32,2170,34564,3,8.2688
558,32,128,34645,3,3.058688
559,32,128,34717,3,3.047424
560,32,128,34798,3,3.034112
561,32,1149,34726,3,5.535744
562,32,128,34810,3,3.075072
563,32,128,34896,3,3.05152
564,32,128,34969,3,3.027968
565,32,1149,34903,3,5.535744
566,32,128,34984,3,3.081216
567,32,128,35051,3,3.062784
568,32,1101,35005,3,5.515264
569,32,128,35092,3,3.086336
570,32,128,35169,3,3.049472
571,32,128,35259,3,3.032064
572,32,1149,35207,3,5.538816
573,32,1149,35156,3,5.548032
574,32,128,35250,3,3.081216
575,32,1149,35207,3,5.500928
576,32,1149,35137,3,5.527552
577,32,1149,35068,3,5.548032
578,32,128,35159,3,3.075072
579,32,128,35245,3,3.054592
580,32,128,35324,3,3.034112
581,32,1149,35259,3,5.540864
582,32,128,35336,3,3.080192
583,32,2170,35163,3,8.270848
584,32,1149,35122,3,5.547008
585,32,128,35205,3,3.072
586,32,4212,34741,3,13.30688
587,32,128,34830,3,3.098624
588,32,2170,34661,3,8.339456
589,32,128,34747,3,3.096576
590,32,1149,34695,3,5.535744
591,32,1149,34635,3,5.545984
592,32,1149,34581,3,5.541888
593,32,1149,34520,3,5.543936
594,32,128,34593,3,3.076096
595,32,1149,34542,3,5.526528
596,32,1149,34479,3,5.527552
597,32,1149,34447,3,5.541888
598,32,1149,34397,3,5.537792
599,32,128,34472,3,3.076096
600,32,128,34551,3,3.053568
601,32,128,34624,3,3.023872
602,32,128,34708,3,3.027968
603,32,128,34790,3,3.034112
604,32,128,34875,3,3.019776
605,32,128,34958,3,3.017728
606,32,128,35033,3,3.018752
607,32,2170,34875,3,8.2688
608,32,1149,34826,3,5.542912
609,32,1149,34775,3,5.543936
610,32,128,34848,3,3.088384
611,32,128,34923,3,3.049472
612,32,128,34991,3,3.03616
613,32,1149,34935,3,5.543936
614,32,128,35013,3,3.089408
615,32,128,35087,3,3.063808
616,32,1149,35018,3,5.543936
617,32,2169,34836,3,8.274944
618,32,1149,34780,3,5.538816
619,32,128,34871,3,3.083264
620,32,1149,34816,3,5.533696
621,32,128,34898,3,3.081216
622,32,128,34979,3,3.039232
623,32,128,35061,3,3.034112
624,32,128,35136,3,3.033088
625,32,128,35208,3,3.03104
626,32,1149,35152,3,5.54496
627,32,2170,34978,3,8.272896
628,32,128,35066,3,3.07712
629,32,128,35157,3,3.049472
630,32,128,35233,3,3.033088
631,32,128,35311,3,3.035136
632,32,128,35391,3,3.038208
633,32,128,35469,3,3.014656
634,32,1149,35426,3,5.545984
635,32,1148,35362,3,5.535744
636,32,128,35436,3,3.078144
637,32,3191,35122,3,10.79296
638,32,1149,35059,3,5.547008
639,32,4212,34631,3,13.556736
640,32,128,34720,3,3.10272
641,32,128,34805,3,3.047424
642,32,1149,34747,3,5.55008
643,32,128,34820,3,3.064832
644,32,1149,34773,3,5.532672
645,32,128,34859,3,3.085312
646,32,128,34940,3,3.039232
647,32,128,35015,3,3.03616
648,32,2169,34819,3,8.25856
649,32,1132,34749,3,5.521408
650,32,128,34823,3,3.083264
651,32,128,34904,3,3.05664
652,32,128,34975,3,3.021824
653,32,128,35050,3,3.033088
654,32,2170,34865,3,8.272896
655,32,128,34956,3,3.083264
656,32,1149,34896,3,5.540864
657,32,1148,34834,3,5.53984
658,32,128,34917,3,3.091456
659,32,1149,34851,3,5.532672
660,32,1149,34801,3,5.545984
661,32,128,34887,3,3.09248
662,32,1149,34834,3,5.542912
663,32,1148,34776,3,5.52448
664,32,1149,34729,3,5.543936
665,32,128,34805,3,3.08736
666,32,128,34882,3,3.0464
667,32,1149,34841,3,5.540864
668,32,1149,34782,3,5.53984
669,32,128,34876,3,3.079168
670,32,128,34956,3,3.06176
671,32,1149,34902,3,5.5296
672,32,128,34980,3,3.072
673,32,3191,34672,3,10.788864
674,32,128,34746,3,3.213312
675,32,128,34837,3,3.059712
676,32,128,34912,3,3.038208
677,32,128,35000,3,3.03616
678,32,128,35073,3,3.030016
679,32,128,35151,3,3.017728
680,32,128,35220,3,3.022848
681,32,2170,35038,3,8.260608
682,32,128,35119,3,3.070976
683,32,1149,35074,3,5.545984
684,32,2170,34886,3,8.328192
685,32,128,34960,3,3.078144
686,32,1149,34898,3,5.541888
687,32,128,34980,3,3.08736
688,32,128,35060,3,3.05664
689,32,1148,35019,3,5.533696
690,32,2170,34841,3,8.348672
691,32,128,34913,3,3.101696
692,32,1149,34871,3,5.535744
693,32,2169,34683,3,8.259584
694,32,128,34757,3,3.090432
695,32,1149,34720,3,5.540864
696,32,128,34807,3,3.084288
697,32,128,34890,3,3.050496
698,32,1149,34832,3,5.542912
699,32,1149,34771,3,5.545984
700,32,128,34852,3,3.088384
701,32,128,34931,3,3.059712
702,32,1148,34891,3,5.525504
703,32,1149,34839,3,5.541888
704,32,128,34936,3,3.096576
705,32,1149,34887,3,5.540864
706,32,1149,34835,3,5.543936
707,32,128,34924,3,3.079168
708,32,128,35008,3,3.062784
709,32,128,35096,3,3.034112
710,32,1149,35049,3,5.547008
711,32,2170,34858,3,8.269824
712,32,128,34941,3,3.069952
713,32,128,35025,3,3.0464
714,32,1149,34978,3,5.547008
715,32,1149,34931,3,5.540864
716,32,1149,34889,3,5.540864
717,32,1148,34840,3,5.53472
718,32,1149,34781,3,5.538816
719,32,128,34849,3,3.074048
720,32,1149,34795,3,5.579776
721,32,128,34872,3,3.100672
722,32,1149,34816,3,5.538816
723,32,128,34918,3,3.085312
724,32,128,34992,3,3.053568
725,32,128,35079,3,3.034112
726,32,128,35150,3,3.033088
727,32,128,35219,3,3.03616
728,32,128,35303,3,3.0208
729,32,1149,35244,3,5.53984
730,32,1149,35185,3,5.540864
731,32,1148,35139,3,5.536768
732,32,1149,35080,3,5.542912
733,32,1149,35025,3,5.540864
734,32,1148,34980,3,5.543936
735,32,1149,34915,3,5.53984
736,32,128,34996,3,3.085312
737,32,128,35084,3,3.05152
738,32,128,35163,3,3.024896
739,32,1149,35105,3,5.584896
740,32,1149,35043,3,5.572608
741,32,1149,34992,3,5.53984
742,32,128,35072,3,3.081216
743,32,128,35154,3,3.063808
744,32,128,35237,3,3.03104
745,32,1149,35175,3,5.545984
746,32,128,35251,3,3.088384
747,32,3191,34910,3,10.783744
748,32,2170,34720,3,8.274944
749,32,128,34800,3,3.080192
750,32,1149,34761,3,5.541888
751,32,128,34840,3,3.085312
752,32,128,34927,3,3.048448
753,32,128,35000,3,3.03104
754,32,2170,34810,3,8.27904
755,32,1148,34754,3,5.535744
756,32,128,34842,3,3.068928
757,32,128,34913,3,3.048448
758,32,128,34991,3,3.030016
759,32,2169,34790,3,8.265728
760,32,128,34862,3,3.089408
761,32,128,34938,3,3.065856
762,32,128,35010,3,3.042304
763,32,128,35100,3,3.024896
764,32,1149,35037,3,5.566464
765,32,1149,34988,3,5.537792
766,32,3190,34686,3,10.780672
767,32,128,34763,3,3.075072
768,32,128,34852,3,3.05152
769,32,128,34918,3,3.040256
770,32,1149,34860,3,5.54496
771,32,128,34932,3,3.099648
772,32,128,35002,3,3.049472
773,32,1148,34959,3,5.526528
774,32,1149,34895,3,5.538816
775,32,128,34978,3,3.088384
776,32,128,35049,3,3.062784
777,32,1149,34971,3,5.533696
778,32,1149,34911,3,5.547008
779,32,128,34992,3,3.083264
780,32,128,35086,3,3.065856
781,32,2170,34908,3,8.267776
782,32,1149,34867,3,5.53984
783,32,128,34950,3,3.080192
784,32,128,35040,3,3.052544
785,32,128,35126,3,3.043328
786,32,128,35204,3,3.034112
787,32,1149,35147,3,5.533696
788,32,128,35243,3,3.086336
789,32,1149,35192,3,5.56032
790,32,1149,35132,3,5.54496
791,32,1149,35060,3,5.549056
792,32,128,35140,3,3.103744
793,32,1149,35091,3,5.543936
794,32,1149,35032,3,5.55008
795,32,1149,34982,3,5.540864
796,32,128,35065,3,3.072
797,32,1149,35011,3,5.540864
798,32,128,35087,3,3.085312
799,32,128,35177,3,3.06176
800,32,2170,34971,3,8.27904
801,32,1149,34917,3,5.537792
802,32,2170,34724,3,8.2688
803,32,956,34691,3,5.257216
804,32,128,34759,3,3.072
805,32,128,34835,3,3.045376
806,32,128,34913,3,3.027968
807,32,1149,34865,3,5.54496
808,32,128,34949,3,3.08736
809,32,1149,34900,3,5.53984
810,32,1149,34817,3,5.54496
811,32,128,34902,3,3.067904
812,32,128,34983,3,3.059712
813,32,128,35050,3,3.049472
814,32,1149,34982,3,5.548032
815,32,1149,34931,3,5.542912
816,32,1148,34891,3,5.537792
817,32,2169,34702,3,8.261632
818,32,1149,34642,3,5.542912
819,32,128,34734,3,3.090432
820,32,1149,34690,3,5.538816
821,32,128,34766,3,3.083264
822,32,128,34848,3,3.0464
823,32,128,34918,3,3.034112
824,32,128,35002,3,3.032064
825,32,128,35079,3,3.032064
826,32,1149,35021,3,5.576704
827,32,128,35115,3,3.084288
828,32,2170,34928,3,8.269824
829,32,128,35023,3,3.085312
830,32,1149,34962,3,5.54496
831,32,1149,34914,3,5.551104
832,32,128,34996,3,3.08224
833,32,2169,34806,3,8.254464
834,32,1149,34757,3,5.540864
835,32,1149,34716,3,5.586944
836,32,128,34801,3,3.091456
837,32,128,34872,3,3.05664
838,32,1149,34808,3,5.535744
839,32,128,34885,3,3.098624
840,32,1149,34830,3,5.538816
841,32,1149,34767,3,5.535744
842,32,128,34847,3,3.068928
843,32,128,34924,3,3.067904
844,32,1149,34882,3,5.537792
845,32,1149,34830,3,5.548032
846,32,1149,34781,3,5.540864
847,32,1149,34739,3,5.526528
848,32,128,34817,3,3.076096
