step,batch,num_query_tokens,sum_seq_len,num_spec_tokens,draft_ms
849,32,1149,34769,3,5.530624
850,32,128,34850,3,3.085312
851,32,128,34932,3,3.04128
852,32,1149,34883,3,5.538816
853,32,1149,34835,3,5.547008
854,32,128,34922,3,3.08224
855,32,128,35004,3,3.05152
856,32,1149,34934,3,5.533696
857,32,128,35018,3,3.088384
858,32,128,35115,3,3.063808
859,32,128,35184,3,3.047424
860,32,1149,35125,3,5.53984
861,32,128,35213,3,3.072
862,32,128,35286,3,3.058688
863,32,1149,35219,3,5.542912
864,32,1149,35159,3,5.547008
865,32,128,35241,3,3.101696
866,32,1149,35169,3,5.540864
867,32,1149,35135,3,5.547008
868,32,128,35216,3,3.079168
869,32,128,35294,3,3.06176
870,32,2170,35126,3,8.290304
871,32,1149,35078,3,5.552128
872,32,4211,34614,3,13.417472
873,32,128,34701,3,3.081216
874,32,1149,34651,3,5.540864
875,32,128,34724,3,3.080192
876,32,128,34806,3,3.05664
877,32,128,34890,3,3.045376
878,32,128,34964,3,3.045376
879,32,128,35050,3,3.016704
880,32,1149,34997,3,5.548032
881,32,128,35078,3,3.086336
882,32,128,35151,3,3.062784
883,32,2170,34945,3,8.266752
884,32,128,35035,3,3.081216
885,32,128,35117,3,3.049472
886,32,1149,35064,3,5.542912
887,32,1149,35013,3,5.54496
888,32,128,35095,3,3.08736
889,32,128,35167,3,3.034112
890,32,1149,35093,3,5.538816
891,32,128,35174,3,3.09248
892,32,128,35245,3,3.057664
893,32,1149,35191,3,5.537792
894,32,1149,35140,3,5.53984
895,32,128,35213,3,3.094528
896,32,2170,34993,3,8.278016
897,32,1149,34934,3,5.584896
898,32,128,35022,3,3.093504
899,32,2169,34839,3,8.260608
900,32,3191,34524,3,10.785792
901,32,128,34602,3,3.091456
902,32,1149,34524,3,5.535744
903,32,128,34604,3,3.067904
904,32,128,34676,3,3.047424
905,32,1149,34616,3,5.545984
906,32,128,34694,3,3.079168
907,32,128,34769,3,3.05152
908,32,1149,34722,3,5.532672
909,32,128,34801,3,3.076096
910,32,128,34886,3,3.055616
911,32,128,34965,3,3.048448
912,32,128,35057,3,3.034112
913,32,2169,34880,3,8.274944
914,32,1149,34812,3,5.535744
915,32,128,34893,3,3.07712
916,32,128,34977,3,3.055616
917,32,1149,34932,3,5.543936
918,32,128,35019,3,3.081216
919,32,128,35102,3,3.065856
920,32,1149,35062,3,5.53472
921,32,128,35148,3,3.080192
922,32,1149,35083,3,5.538816
923,32,1149,35034,3,5.540864
924,32,1148,34963,3,5.532672
925,32,128,35031,3,3.085312
926,32,128,35104,3,3.06176
927,32,128,35172,3,3.037184
928,32,128,35253,3,3.039232
929,32,1149,35178,3,5.582848
930,32,1149,35114,3,5.543936
931,32,1149,35032,3,5.53472
932,32,128,35119,3,3.081216
933,32,1149,35057,3,5.618688
934,32,1148,35010,3,5.53984
935,32,1148,34954,3,5.531648
936,32,1149,34909,3,5.531648
937,32,128,34983,3,3.083264
938,32,128,35077,3,3.052544
939,32,128,35156,3,3.033088
940,32,1149,35083,3,5.583872
941,32,128,35161,3,3.073024
942,32,1149,35098,3,5.556224
943,32,1149,35053,3,5.531648
944,32,128,35134,3,3.08224
945,32,128,35221,3,3.057664
946,32,4212,34791,3,13.417472
947,32,128,34878,3,3.096576
948,32,128,34970,3,3.055616
949,32,2170,34783,3,8.338432
950,32,1149,34744,3,5.533696
951,32,128,34831,3,3.081216
952,32,128,34908,3,3.062784
953,32,128,34981,3,3.037184
954,32,128,35060,3,3.042304
955,32,2169,34867,3,8.254464
956,32,128,34946,3,3.081216
957,32,128,35040,3,3.043328
958,32,3191,34724,3,10.789888
959,32,128,34812,3,3.084288
960,32,1149,34771,3,5.538816
961,32,1133,34718,3,5.528576
962,32,128,34799,3,3.074048
963,32,128,34892,3,3.05664
964,32,1149,34841,3,5.55008
965,32,1149,34789,3,5.581824
966,32,1149,34745,3,5.542912
967,32,128,34839,3,3.08224
968,32,128,34927,3,3.049472
969,32,1149,34877,3,5.538816
970,32,128,34952,3,3.090432
971,32,128,35047,3,3.055616
972,32,1149,34998,3,5.543936
973,32,1149,34926,3,5.530624
974,32,1149,34876,3,5.538816
975,32,128,34949,3,3.094528
976,32,128,35032,3,3.068928
977,32,128,35107,3,3.045376
978,32,128,35191,3,3.035136
979,32,2170,34986,3,8.280064
980,32,128,35061,3,3.085312
981,32,2169,34870,3,8.264704
982,32,1149,34787,3,5.552128
983,32,1149,34743,3,5.583872
984,32,128,34823,3,3.099648
985,32,128,34895,3,3.076096
986,32,128,34963,3,3.05152
987,32,1148,34924,3,5.533696
988,32,1149,34882,3,5.545984
989,32,128,34965,3,3.093504
990,32,128,35045,3,3.058688
991,32,1149,34994,3,5.528576
992,32,1149,34934,3,5.538816
993,32,1149,34883,3,5.55008
994,32,128,34953,3,3.083264
995,32,128,35040,3,3.05664
996,32,1149,34979,3,5.540864
997,32,128,35049,3,3.093504
998,32,128,35136,3,3.063808
999,32,128,35214,3,3.048448
1000,32,128,35302,3,3.037184
1001,32,1149,35257,3,5.552128
1002,32,1148,35188,3,5.540864
1003,32,128,35278,3,3.091456
1004,32,1149,35223,3,5.53984
1005,32,1149,35183,3,5.549056
1006,32,1149,35121,3,5.547008
1007,32,3175,34808,3,10.873856
1008,32,2170,34651,3,8.393728
1009,32,128,34744,3,3.110912
1010,32,1149,34704,3,5.528576
1011,32,1149,34635,3,5.540864
1012,32,1149,34585,3,5.543936
1013,32,128,34660,3,3.090432
1014,32,1149,34592,3,5.535744
1015,32,128,34672,3,3.076096
1016,32,128,34753,3,3.060736
1017,32,128,34820,3,3.045376
1018,32,1149,34754,3,5.566464
1019,32,128,34833,3,3.135488
1020,32,128,34923,3,3.060736
1021,32,128,35014,3,3.022848
1022,32,128,35079,3,3.04128
1023,32,2170,34874,3,8.259584
1024,32,128,34949,3,3.05152
1025,32,1149,34922,3,5.535744
1026,32,1149,34861,3,5.533696
1027,32,128,34936,3,3.083264
1028,32,128,35017,3,3.052544
1029,32,1149,34952,3,5.538816
1030,32,1149,34913,3,5.533696
1031,32,128,34982,3,3.100672
1032,32,128,35059,3,3.064832
1033,32,3189,34744,3,11.097088
1034,32,128,34824,3,3.111936
1035,32,128,34916,3,3.065856
1036,32,1149,34874,3,5.552128
1037,32,128,34955,3,3.0976
1038,32,1148,34888,3,5.52448
1039,32,128,34962,3,3.090432
1040,32,1149,34886,3,5.545984
1041,32,128,34962,3,3.088384
1042,32,128,35042,3,3.05152
1043,32,1149,34984,3,5.543936
1044,32,1149,34935,3,5.540864
1045,32,1149,34873,3,5.547008
1046,32,128,34959,3,3.074048
1047,32,128,35033,3,3.085312
1048,32,128,35110,3,3.044352
1049,32,128,35180,3,3.032064
1050,32,128,35258,3,3.028992
1051,32,128,35326,3,3.034112
1052,32,128,35392,3,3.035136
1053,32,2169,35213,3,8.269824
1054,32,1148,35163,3,5.527552
1055,32,128,35250,3,3.10272
1056,32,3191,34918,3,10.774528
1057,32,2170,34748,3,8.272896
1058,32,1149,34705,3,5.588992
1059,32,128,34790,3,3.085312
1060,32,128,34864,3,3.060736
1061,32,1149,34801,3,5.619712
1062,32,1149,34735,3,5.538816
1063,32,128,34803,3,3.083264
1064,32,1149,34751,3,5.545984
1065,32,128,34827,3,3.088384
1066,32,128,34906,3,3.058688
1067,32,1149,34856,3,5.538816
1068,32,128,34935,3,3.084288
1069,32,2170,34736,3,8.259584
1070,32,1149,34689,3,5.541888
1071,32,1149,34637,3,5.535744
1072,32,128,34707,3,3.08224
1073,32,128,34780,3,3.045376
1074,32,128,34852,3,3.03104
1075,32,1149,34801,3,5.541888
1076,32,128,34867,3,3.076096
1077,32,128,34934,3,3.053568
1078,32,1149,34891,3,5.527552
1079,32,128,34973,3,3.081216
1080,32,1149,34929,3,5.53984
1081,32,1149,34872,3,5.540864
1082,32,2170,34686,3,8.264704
1083,32,1149,34652,3,5.541888
1084,32,128,34740,3,3.080192
1085,32,1149,34680,3,5.537792
1086,32,128,34756,3,3.088384
1087,32,128,34833,3,3.047424
1088,32,2169,34653,3,8.261632
1089,32,128,34737,3,3.080192
1090,32,128,34824,3,3.063808
1091,32,128,34901,3,3.042304
1092,32,128,34983,3,3.034112
1093,32,128,35050,3,3.026944
1094,32,1148,34990,3,5.521408
1095,32,128,35078,3,3.080192
1096,32,128,35160,3,3.05664
1097,32,128,35244,3,3.035136
1098,32,128,35318,3,3.038208
1099,32,2169,35134,3,8.27392
1100,32,128,35219,3,3.099648
1101,32,1149,35159,3,5.535744
1102,32,128,35242,3,3.083264
1103,32,128,35328,3,3.048448
1104,32,1149,35270,3,5.556224
1105,32,1149,35225,3,5.537792
1106,32,128,35300,3,3.088384
1107,32,128,35394,3,3.064832
1108,32,1149,35334,3,5.595136
1109,32,2170,35141,3,8.264704
1110,32,128,35231,3,3.08224
1111,32,2170,35060,3,8.278016
1112,32,2170,34881,3,8.271872
1113,32,2170,34702,3,8.266752
1114,32,128,34780,3,3.091456
1115,32,1149,34710,3,5.525504
1116,32,128,34785,3,3.094528
1117,32,128,34867,3,3.058688
1118,32,128,34934,3,3.032064
1119,32,1149,34882,3,5.561344
1120,32,128,34959,3,3.08224
1121,32,128,35051,3,3.049472
1122,32,1149,34986,3,5.536768
1123,32,2169,34814,3,8.265728
1124,32,1149,34753,3,5.54496
1125,32,128,34831,3,3.094528
1126,32,1149,34767,3,5.537792
1127,32,128,34835,3,3.08224
1128,32,2170,34657,3,8.2688
1129,32,128,34721,3,3.070976
1130,32,128,34806,3,3.050496
1131,32,1149,34767,3,5.581824
1132,32,128,34839,3,3.091456
1133,32,128,34926,3,3.065856
1134,32,128,34996,3,3.0464
1135,32,1149,34947,3,5.53984
1136,32,1149,34895,3,5.54496
1137,32,128,34969,3,3.07712
1138,32,128,35050,3,3.059712
1139,32,3191,34700,3,10.776576
1140,32,128,34794,3,3.099648
1141,32,128,34884,3,3.045376
1142,32,1149,34834,3,5.545984
1143,32,1149,34788,3,5.54496
1144,32,128,34881,3,3.083264
1145,32,128,34964,3,3.05664
1146,32,1149,34917,3,5.537792
1147,32,128,35002,3,3.085312
1148,32,128,35081,3,3.058688
1149,32,128,35150,3,3.052544
1150,32,128,35227,3,3.037184
1151,32,1149,35142,3,5.53472
1152,32,128,35216,3,3.089408
1153,32,128,35285,3,3.054592
1154,32,1148,35209,3,5.526528
1155,32,2170,35034,3,8.272896
1156,32,128,35113,3,3.084288
1157,32,1149,35053,3,5.53984
1158,32,128,35134,3,3.086336
1159,32,1149,35080,3,5.540864
1160,32,128,35161,3,3.081216
1161,32,128,35243,3,3.05664
1162,32,2169,35058,3,8.25856
1163,32,128,35140,3,3.083264
1164,32,1149,35073,3,5.535744
1165,32,128,35148,3,3.083264
1166,32,1149,35096,3,5.571584
1167,32,128,35190,3,3.08736
1168,32,128,35266,3,3.063808
1169,32,128,35344,3,3.052544
1170,32,1149,35281,3,5.548032
1171,32,1149,35240,3,5.536768
1172,32,2170,35032,3,8.278016
1173,32,1149,34973,3,5.553152
1174,32,2154,34780,3,8.270848
1175,32,128,34864,3,3.08224
1176,32,1149,34831,3,5.541888
1177,32,1149,34771,3,5.535744
1178,32,3191,34442,3,10.788864
1179,32,128,34519,3,3.076096
1180,32,128,34598,3,3.057664
1181,32,128,34680,3,3.033088
1182,32,1149,34625,3,5.540864
1183,32,128,34709,3,3.081216
1184,32,1149,34640,3,5.523456
1185,32,128,34715,3,3.072
1186,32,128,34799,3,3.058688
1187,32,128,34861,3,3.048448
1188,32,1149,34803,3,5.531648
1189,32,1149,34760,3,5.53984
1190,32,1149,34701,3,5.542912
1191,32,128,34792,3,3.068928
1192,32,128,34869,3,3.038208
1193,32,128,34955,3,3.050496
1194,32,3191,34661,3,10.77248
1195,32,128,34742,3,3.09248
1196,32,1149,34697,3,5.536768
1197,32,128,34773,3,3.079168
1198,32,128,34847,3,3.057664
1199,32,128,34924,3,3.0464
1200,32,1149,34869,3,5.542912
1201,32,128,34948,3,3.08224
1202,32,128,35017,3,3.052544
1203,32,128,35102,3,3.038208
1204,32,1149,35056,3,5.577728
1205,32,128,35143,3,3.099648
1206,32,128,35220,3,3.052544
1207,32,1149,35171,3,5.538816
1208,32,1149,35109,3,5.536768
1209,32,1149,35067,3,5.543936
1210,32,128,35136,3,3.079168
1211,32,128,35214,3,3.053568
1212,32,128,35286,3,3.040256
1213,32,1149,35240,3,5.540864
1214,32,2170,35067,3,8.270848
1215,32,128,35157,3,3.083264
1216,32,1148,35086,3,5.577728
1217,32,2169,34899,3,8.34048
1218,32,128,34978,3,3.120128
1219,32,128,35061,3,3.05152
1220,32,128,35131,3,3.050496
1221,32,128,35213,3,3.034112
1222,32,128,35286,3,3.028992
1223,32,1149,35235,3,5.545984
1224,32,1149,35184,3,5.53472
1225,32,128,35271,3,3.08224
1226,32,1149,35218,3,5.552128
1227,32,1149,35162,3,5.548032
1228,32,2170,34986,3,8.276992
1229,32,2170,34812,3,8.267776
1230,32,128,34896,3,3.080192
1231,32,1149,34834,3,5.582848
1232,32,1149,34771,3,5.576704
1233,32,128,34848,3,3.098624
1234,32,1149,34795,3,5.541888
1235,32,2170,34630,3,8.28416
1236,32,2170,34427,3,8.262656
1237,32,128,34504,3,3.07712
1238,32,1149,34453,3,5.531648
1239,32,128,34526,3,3.073024
1240,32,128,34600,3,3.059712
1241,32,2170,34416,3,8.257536
1242,32,128,34504,3,3.08224
1243,32,128,34593,3,3.049472
1244,32,1149,34534,3,5.537792
1245,32,128,34598,3,3.080192
1246,32,1149,34548,3,5.537792
1247,32,128,34625,3,3.080192
1248,32,128,34713,3,3.053568
1249,32,128,34791,3,3.04128
1250,32,1149,34737,3,5.531648
1251,32,1149,34682,3,5.540864
1252,32,128,34763,3,3.085312
1253,32,128,34847,3,3.044352
1254,32,128,34907,3,3.033088
1255,32,1149,34863,3,5.538816
1256,32,128,34936,3,3.088384
1257,32,128,35026,3,3.059712
1258,32,128,35100,3,3.043328
1259,32,1149,35065,3,5.538816
1260,32,128,35131,3,3.099648
1261,32,128,35213,3,3.0464
1262,32,128,35293,3,3.0464
1263,32,1149,35234,3,5.526528
1264,32,2170,35044,3,8.28416
1265,32,1149,35005,3,5.545984
1266,32,1149,34962,3,5.528576
1267,32,128,35032,3,3.079168
1268,32,128,35104,3,3.052544
1269,32,1149,35041,3,5.548032
1270,32,1149,34991,3,5.545984
1271,32,1148,34940,3,5.53984
1272,32,1149,34881,3,5.595136
1273,32,1149,34840,3,5.579776
1274,32,128,34912,3,3.080192
1275,32,128,34987,3,3.060736
1276,32,128,35071,3,3.048448
1277,32,128,35162,3,3.050496
1278,32,1149,35112,3,5.541888
1279,32,128,35189,3,3.085312
1280,32,2170,35020,3,8.269824
1281,32,128,35099,3,3.081216
1282,32,128,35180,3,3.055616
1283,32,128,35256,3,3.03616
1284,32,2169,35075,3,8.256512
1285,32,2170,34894,3,8.275968
1286,32,1149,34846,3,5.54496
1287,32,1148,34802,3,5.571584
1288,32,2170,34615,3,8.347648
1289,32,1149,34550,3,5.538816
1290,32,128,34631,3,3.079168
1291,32,1149,34555,3,5.634048
1292,32,1149,34512,3,5.58592
1293,32,128,34590,3,3.078144
1294,32,1149,34547,3,5.540864
1295,32,128,34621,3,3.08224
1296,32,128,34705,3,3.059712
1297,32,1148,34656,3,5.528576
1298,32,128,34733,3,3.084288
1299,32,2170,34560,3,8.265728
1300,32,128,34640,3,3.096576
1301,32,1148,34592,3,5.526528
1302,32,128,34680,3,3.076096
1303,32,128,34761,3,3.049472
1304,32,128,34828,3,3.043328
1305,32,1149,34783,3,5.547008
1306,32,128,34868,3,3.075072
1307,32,128,34952,3,3.057664
1308,32,128,35031,3,3.03616
1309,32,128,35108,3,3.040256
1310,32,128,35177,3,3.030016
1311,32,128,35257,3,3.03616
1312,32,128,35349,3,3.022848
1313,32,128,35408,3,3.026944
1314,32,128,35482,3,3.038208
1315,32,128,35568,3,3.04128
1316,32,2170,35367,3,8.269824
1317,32,1149,35317,3,5.553152
1318,32,2170,35123,3,8.27904
1319,32,2170,34935,3,8.3456
1320,32,1148,34875,3,5.5296
1321,32,1149,34824,3,5.63712
1322,32,128,34894,3,3.113984
1323,32,128,34971,3,3.062784
1324,32,128,35048,3,3.05152
1325,32,1149,34967,3,5.547008
1326,32,1148,34909,3,5.52448
1327,32,128,34998,3,3.098624
1328,32,2169,34794,3,8.262656
1329,32,128,34880,3,3.094528
1330,32,1149,34830,3,5.533696
1331,32,128,34914,3,3.078144
1332,32,128,34998,3,3.053568
1333,32,1149,34948,3,5.540864
1334,32,128,35023,3,3.084288
1335,32,128,35107,3,3.05152
1336,32,1149,35066,3,5.55008
1337,32,128,35150,3,3.083264
1338,32,1148,35087,3,5.577728
1339,32,2169,34899,3,8.269824
1340,32,128,34969,3,3.09248
1341,32,1149,34930,3,5.55008
1342,32,3191,34599,3,10.78784
1343,32,1149,34550,3,5.527552
1344,32,2170,34371,3,8.266752
1345,32,128,34445,3,3.083264
1346,32,128,34533,3,3.048448
1347,32,128,34617,3,3.026944
1348,32,128,34688,3,3.027968
1349,32,1149,34640,3,5.543936
1350,32,128,34717,3,3.098624
1351,32,3191,34392,3,10.780672
1352,32,128,34475,3,3.099648
1353,32,128,34554,3,3.05152
1354,32,128,34621,3,3.043328
1355,32,1149,34554,3,5.578752
1356,32,128,34636,3,3.0976
1357,32,128,34711,3,3.047424
1358,32,128,34788,3,3.0464
1359,32,128,34854,3,3.034112
1360,32,1132,34803,3,5.51936
1361,32,128,34894,3,3.080192
1362,32,128,34966,3,3.0464
1363,32,128,35043,3,3.048448
1364,32,128,35126,3,3.035136
1365,32,128,35210,3,3.032064
1366,32,128,35288,3,3.032064
1367,32,1149,35246,3,5.581824
1368,32,128,35320,3,3.078144
1369,32,128,35404,3,3.060736
1370,32,128,35482,3,3.053568
1371,32,128,35553,3,3.052544
1372,32,1149,35484,3,5.543936
1373,32,128,35549,3,3.078144
1374,32,1149,35496,3,5.55008
1375,32,2170,35313,3,8.267776
1376,32,128,35384,3,3.105792
1377,32,128,35473,3,3.073024
1378,32,1149,35397,3,5.562368
1379,32,128,35475,3,3.081216
1380,32,128,35548,3,3.063808
1381,32,4212,35051,3,13.559808
1382,32,1148,35008,3,5.541888
1383,32,2169,34813,3,8.257536
1384,32,128,34902,3,3.081216
1385,32,1149,34854,3,5.532672
1386,32,128,34936,3,3.075072
1387,32,1149,34880,3,5.536768
1388,32,128,34964,3,3.080192
1389,32,1149,34906,3,5.533696
1390,32,128,34992,3,3.099648
1391,32,128,35071,3,3.053568
1392,32,1149,35009,3,5.559296
1393,32,1149,34941,3,5.542912
1394,32,1149,34892,3,5.54496
1395,32,1149,34827,3,5.548032
1396,32,128,34911,3,3.088384
1397,32,3191,34580,3,10.784768
1398,32,128,34666,3,3.103744
1399,32,1149,34626,3,5.579776
1400,32,1149,34556,3,5.541888
1401,32,128,34639,3,3.074048
1402,32,128,34725,3,3.060736
1403,32,128,34801,3,3.048448
1404,32,128,34866,3,3.03616
1405,32,3189,34541,3,10.764288
1406,32,2170,34376,3,8.339456
1407,32,128,34457,3,3.084288
1408,32,128,34527,3,3.05664
1409,32,128,34606,3,3.042304
1410,32,1149,34547,3,5.527552
1411,32,128,34625,3,3.09248
1412,32,1149,34566,3,5.527552
1413,32,128,34649,3,3.08224
1414,32,128,34729,3,3.047424
1415,32,1149,34680,3,5.53984
1416,32,128,34758,3,3.095552
1417,32,128,34835,3,3.054592
1418,32,128,34920,3,3.024896
1419,32,128,35011,3,3.037184
1420,32,128,35090,3,3.034112
1421,32,128,35171,3,3.02592
1422,32,128,35251,3,3.03104
1423,32,128,35331,3,3.038208
1424,32,128,35406,3,3.034112
1425,32,128,35466,3,3.043328
1426,32,128,35539,3,3.030016
1427,32,128,35611,3,3.038208
1428,32,1149,35552,3,5.590016
1429,32,128,35621,3,3.110912
1430,32,1149,35568,3,5.549056
1431,32,2170,35384,3,8.276992
1432,32,128,35466,3,3.091456
1433,32,2170,35278,3,8.267776
1434,32,1148,35205,3,5.579776
1435,32,128,35293,3,3.084288
1436,32,1149,35241,3,5.581824
1437,32,128,35329,3,3.101696
1438,32,128,35408,3,3.067904
1439,32,2170,35210,3,8.274944
1440,32,1149,35160,3,5.543936
1441,32,1149,35082,3,5.545984
1442,32,1149,35047,3,5.540864
1443,32,128,35133,3,3.088384
1444,32,128,35207,3,3.06176
1445,32,1149,35144,3,5.531648
1446,32,128,35217,3,3.086336
1447,32,3191,34909,3,10.796032
1448,32,3191,34611,3,10.783744
1449,32,128,34695,3,3.099648
1450,32,2170,34491,3,8.31488
1451,32,1149,34434,3,5.540864
1452,32,1149,34392,3,5.541888
1453,32,1148,34319,3,5.530624
1454,32,128,34398,3,3.086336
1455,32,128,34475,3,3.050496
1456,32,1149,34431,3,5.538816
1457,32,128,34506,3,3.08736
1458,32,128,34587,3,3.063808
1459,32,1149,34543,3,5.542912
1460,32,1149,34480,3,5.541888
1461,32,128,34567,3,3.10272
1462,32,3191,34256,3,10.779648
1463,32,128,34334,3,3.070976
1464,32,128,34415,3,3.05664
1465,32,128,34495,3,3.035136
1466,32,128,34571,3,3.027968
1467,32,128,34640,3,3.034112
1468,32,128,34702,3,3.027968
1469,32,128,34773,3,3.034112
1470,32,128,34852,3,3.040256
1471,32,128,34923,3,3.030016
1472,32,128,34998,3,3.028992
1473,32,1149,34939,3,5.527552
1474,32,128,35024,3,3.084288
1475,32,128,35103,3,3.054592
1476,32,128,35179,3,3.050496
1477,32,128,35248,3,3.030016
1478,32,2170,35064,3,8.265728
1479,32,128,35137,3,3.081216
1480,32,128,35216,3,3.050496
1481,32,1149,35187,3,5.543936
1482,32,128,35272,3,3.093504
1483,32,1148,35227,3,5.526528
1484,32,1149,35195,3,5.551104
1485,32,128,35281,3,3.085312
1486,32,1148,35226,3,5.579776
1487,32,128,35302,3,3.090432
1488,32,128,35376,3,3.060736
1489,32,1149,35319,3,5.542912
1490,32,128,35392,3,3.08736
1491,32,128,35469,3,3.064832
1492,32,1149,35428,3,5.541888
1493,32,2170,35252,3,8.269824
1494,32,128,35322,3,3.0976
1495,32,2170,35134,3,8.271872
1496,32,128,35217,3,3.086336
1497,32,2170,35031,3,8.271872
1498,32,1149,34982,3,5.54496
1499,32,128,35067,3,3.100672
1500,32,128,35142,3,3.05664
1501,32,3191,34842,3,10.788864
1502,32,1149,34807,3,5.558272
1503,32,128,34883,3,3.081216
1504,32,2168,34671,3,8.254464
1505,32,2170,34452,3,8.261632
1506,32,1149,34416,3,5.532672
1507,32,1149,34370,3,5.542912
1508,32,1149,34318,3,5.590016
1509,32,1149,34277,3,5.549056
1510,32,128,34356,3,3.101696
1511,32,1149,34286,3,5.531648
1512,32,128,34357,3,3.085312
1513,32,128,34431,3,3.040256
1514,32,128,34510,3,3.04128
1515,32,128,34594,3,3.04128
1516,32,128,34675,3,3.032064
1517,32,128,34747,3,3.023872
1518,32,1149,34687,3,5.532672
1519,32,128,34769,3,3.085312
1520,32,128,34839,3,3.053568
1521,32,1149,34777,3,5.543936
1522,32,128,34858,3,3.08736
1523,32,1149,34811,3,5.542912
1524,32,128,34889,3,3.069952
1525,32,128,34969,3,3.06176
1526,32,1149,34904,3,5.540864
1527,32,128,34988,3,3.08224
1528,32,128,35057,3,3.045376
1529,32,128,35133,3,3.050496
1530,32,128,35210,3,3.038208
1531,32,1149,35148,3,5.530624
1532,32,128,35229,3,3.07712
1533,32,128,35308,3,3.052544
1534,32,1149,35267,3,5.5808
1535,32,128,35333,3,3.096576
1536,32,128,35412,3,3.060736
1537,32,128,35490,3,3.05152
1538,32,1149,35438,3,5.540864
1539,32,1149,35390,3,5.54496
1540,32,1148,35337,3,5.5296
1541,32,1149,35290,3,5.53984
1542,32,128,35369,3,3.098624
1543,32,1149,35325,3,5.567488
1544,32,128,35404,3,3.090432
1545,32,1149,35351,3,5.583872
1546,32,1149,35308,3,5.55008
1547,32,3190,34990,3,10.9824
1548,32,128,35067,3,3.11296
1549,32,128,35149,3,3.06176
1550,32,128,35220,3,3.03616
1551,32,1149,35192,3,5.54496
1552,32,128,35259,3,3.081216
1553,32,128,35344,3,3.059712
1554,32,1149,35278,3,5.551104
1555,32,1149,35213,3,5.543936
1556,32,1149,35159,3,5.547008
1557,32,4211,34672,3,13.298688
1558,32,4211,34235,3,13.548544
1559,32,128,34323,3,3.090432
1560,32,128,34408,3,3.063808
1561,32,2170,34210,3,8.250368
1562,32,128,34296,3,3.091456
1563,32,1149,34243,3,5.535744
1564,32,128,34318,3,3.072
1565,32,128,34377,3,3.045376
1566,32,1149,34318,3,5.542912
1567,32,1149,34282,3,5.545984
1568,32,128,34365,3,3.070976
1569,32,1149,34325,3,5.523456
1570,32,128,34407,3,3.083264
1571,32,128,34491,3,3.059712
1572,32,128,34568,3,3.037184
1573,32,128,34635,3,3.048448
1574,32,128,34710,3,3.032064
1575,32,1148,34650,3,5.51936
1576,32,1149,34606,3,5.532672
1577,32,128,34690,3,3.09248
1578,32,128,34778,3,3.067904
1579,32,128,34861,3,3.054592
1580,32,128,34949,3,3.035136
1581,32,128,35026,3,3.030016
1582,32,128,35097,3,3.040256
1583,32,128,35173,3,3.038208
1584,32,128,35261,3,3.033088
