step,batch,num_query_tokens,sum_seq_len,num_spec_tokens,draft_ms
126,128,5617,136639,3,19.357697
127,128,3575,136569,3,14.553088
128,128,1533,136774,3,8.940544
129,128,3575,136693,3,14.447616
130,128,3575,136601,3,14.646272
131,128,4596,136326,3,16.671743
132,128,1533,136517,3,8.910848
133,128,512,136827,3,6.28736
134,128,512,137121,3,6.255616
135,128,512,137425,3,6.23616
136,128,2554,137496,3,11.385856
137,128,512,137825,3,6.308864
138,128,2553,137872,3,11.365376
139,128,512,138184,3,6.295552
140,128,1533,138365,3,8.996864
141,128,1533,138529,3,8.945664
142,128,512,138850,3,6.327296
143,128,512,139144,3,6.286336
144,128,512,139460,3,6.275072
145,128,512,139793,3,6.290432
146,128,1533,139944,3,9.015296
147,128,512,140253,3,6.31808
148,128,512,140579,3,6.331392
149,128,512,140885,3,6.294528
150,128,512,141181,3,6.301696
151,128,1533,141357,3,9.02656
152,128,512,141672,3,6.35904
153,128,1533,141870,3,8.998912
154,128,512,142205,3,6.309888
155,128,512,142526,3,6.340608
156,128,512,142835,3,6.345728
157,128,2554,142917,3,11.466752
158,128,2553,142932,3,11.46368
159,128,3575,142882,3,14.636032
160,128,1533,143057,3,9.078784
161,128,4596,142846,3,16.775167
162,128,3574,142793,3,14.587904
163,128,1516,142986,3,9.035776
164,128,7658,142337,3,24.324097
165,128,6637,141888,3,21.634048
166,128,6638,141458,3,21.824512
167,128,3574,141400,3,14.644224
168,128,5616,141034,3,19.178495
169,128,4595,140846,3,16.879616
170,128,7659,140209,3,24.312832
171,128,4595,139987,3,16.74752
172,128,3575,139918,3,14.495744
173,128,7657,139334,3,24.071169
174,128,6638,138854,3,21.59104
175,128,7658,138243,3,24.055807
176,128,3574,138127,3,14.455808
177,126,8192,134595,3,25.553921
178,128,4049,137293,3,15.353856
179,128,1533,137521,3,8.927232
180,128,3575,137438,3,14.572544
181,128,4596,137194,3,16.719872
182,128,1517,137399,3,8.915968
183,128,1533,137592,3,8.921088
184,128,3575,137495,3,14.58176
185,128,3382,137411,3,13.456384
186,128,5616,137095,3,19.197952
187,128,512,137436,3,6.27712
188,128,512,137762,3,6.250496
189,128,2553,137780,3,11.364352
190,128,512,138070,3,6.311936
191,128,512,138386,3,6.276096
192,128,1533,138538,3,8.946688
193,128,2554,138574,3,11.476992
194,128,2554,138608,3,11.369472
195,128,2554,138669,3,11.478016
196,128,512,138986,3,6.31296
197,128,512,139322,3,6.288384
198,128,512,139637,3,6.263808
199,128,1532,139837,3,9.013248
200,128,512,140154,3,6.308864
201,128,512,140478,3,6.254592
202,128,1533,140676,3,9.033728
203,128,512,140974,3,6.309888
204,128,1533,141164,3,9.105408
205,128,2554,141200,3,11.428864
206,128,1533,141396,3,9.02144
207,128,1533,141564,3,9.005056
208,128,1533,141721,3,9.102336
209,128,512,142028,3,6.3488
210,128,1533,142197,3,9.065472
211,128,3575,142132,3,14.651392
212,128,2554,142167,3,11.450368
213,128,3575,142091,3,14.649344
214,128,3575,142016,3,14.537728
215,128,2554,142093,3,11.544576
216,128,2553,142149,3,11.4688
217,128,5617,141831,3,19.101696
218,128,4596,141627,3,16.870399
219,128,6638,141131,3,21.828608
220,128,5616,140817,3,19.224577
221,128,5616,140461,3,19.237888
222,128,4596,140258,3,16.875521
223,128,4595,140103,3,16.743423
224,128,5615,139746,3,19.226624
225,128,5617,139388,3,19.232767
226,128,3575,139327,3,14.604288
227,128,3574,139231,3,14.503936
228,128,6622,138773,3,21.762049
229,128,3575,138696,3,14.588928
230,128,5617,138360,3,19.219456
231,128,4595,138146,3,16.851969
232,128,4595,137938,3,16.796673
233,128,3575,137849,3,14.57664
234,128,1532,138020,3,8.992768
235,128,6622,137514,3,21.587969
236,128,1533,137700,3,8.977408
237,128,3575,137661,3,14.568448
238,128,3575,137608,3,14.580736
239,128,1533,137786,3,8.999936
240,128,2554,137846,3,11.372544
241,128,512,138143,3,6.337536
242,128,512,138447,3,6.29248
243,128,3575,138356,3,14.471168
244,128,1532,138526,3,9.059328
245,128,2553,138570,3,11.40224
246,128,2553,138609,3,11.460608
247,128,3575,138515,3,14.595072
248,128,1533,138698,3,9.00096
249,128,512,139016,3,6.352896
250,128,512,139348,3,6.28736
251,128,512,139635,3,6.305792
252,128,512,139949,3,6.317056
253,128,1533,140115,3,9.023488
254,128,512,140430,3,6.326272
255,128,512,140744,3,6.33856
256,128,512,141051,3,6.327296
257,128,512,141368,3,6.326272
258,128,2552,141407,3,11.521024
259,128,2554,141464,3,11.490304
260,128,512,141764,3,6.35392
261,128,2554,141789,3,11.476992
262,128,3575,141708,3,14.531584
263,128,4596,141470,3,17.06496
264,128,3575,141352,3,14.524416
265,128,2554,141407,3,11.43808
266,128,1533,141594,3,9.050112
267,128,512,141899,3,6.34368
268,128,3575,141790,3,14.645248
269,128,3574,141709,3,14.52544
270,128,1533,141917,3,9.058304
271,128,3573,141859,3,14.526464
272,128,4596,141630,3,16.769024
273,128,8192,140372,3,25.617409
274,128,3038,140928,3,12.991488
275,128,5616,140610,3,19.230721
276,128,6638,140133,3,21.622784
277,128,5617,139804,3,19.210239
278,128,5616,139400,3,19.410944
279,128,3574,139324,3,14.615552
280,128,4596,139128,3,16.727039
281,128,4580,138890,3,16.86528
282,128,5617,138546,3,19.225599
283,128,4596,138345,3,16.719872
284,128,2554,138395,3,11.475968
285,128,5617,138068,3,19.069952
286,128,4596,137834,3,16.807936
287,128,3575,137755,3,14.574592
288,128,1532,137939,3,8.98048
289,128,512,138236,3,6.332416
290,128,2553,138274,3,11.395072
291,128,512,138605,3,6.324224
292,128,2554,138665,3,11.476992
293,128,3575,138599,3,14.587904
294,128,4596,138385,3,16.720896
295,128,2554,138446,3,11.410432
296,128,2554,138502,3,11.410432
297,128,5617,138125,3,19.402752
298,128,1533,138314,3,8.993792
299,128,1533,138492,3,8.998912
300,128,512,138799,3,6.327296
301,128,1533,139000,3,9.012224
302,128,512,139308,3,6.322176
303,128,512,139613,3,6.332416
304,128,1533,139782,3,9.030656
305,128,1533,139924,3,9.12384
306,128,512,140233,3,6.334464
307,128,512,140536,3,6.342656
308,128,1533,140720,3,9.034752
309,128,2554,140770,3,11.498496
310,128,512,141098,3,6.350848
311,128,1533,141274,3,9.05216
312,128,3575,141174,3,14.644224
313,128,2553,141210,3,11.498496
314,128,1533,141369,3,9.051136
315,128,2554,141398,3,11.439104
316,128,3574,141313,3,14.639104
317,128,3575,141248,3,14.635008
318,128,2553,141317,3,11.452416
319,128,1533,141513,3,9.065472
320,128,2554,141569,3,11.541504
321,128,2554,141631,3,11.455488
322,128,3574,141566,3,14.528512
323,128,3574,141431,3,14.53056
324,128,1533,141592,3,9.059328
325,128,6638,141145,3,21.636095
326,128,6635,140688,3,21.61664
327,128,4595,140487,3,16.888832
328,128,4595,140295,3,16.883713
329,128,3575,140217,3,14.50496
330,128,7659,139643,3,24.318975
331,128,3558,139577,3,14.600192
332,128,4596,139375,3,16.83456
333,128,5616,139040,3,19.408895
334,128,8192,137802,3,25.611263
335,128,4058,138182,3,15.366144
336,128,4595,137942,3,16.768
337,128,5616,137606,3,19.20512
338,128,2554,137652,3,11.475968
339,128,1533,137840,3,8.99584
340,128,1533,138034,3,9.053184
341,128,3575,137932,3,14.592
342,128,3574,137872,3,14.575616
343,128,3575,137790,3,14.58176
344,128,2554,137824,3,11.367424
345,128,2554,137868,3,11.430912
346,128,1533,138060,3,8.992768
347,128,512,138375,3,6.326272
348,128,512,138692,3,6.310912
349,128,2554,138726,3,11.399168
350,128,3575,138672,3,14.553088
351,128,1533,138858,3,9.014272
352,128,4595,138628,3,16.722944
353,128,1533,138804,3,9.023488
354,128,3575,138731,3,14.478336
355,128,512,139033,3,6.32832
356,128,512,139349,3,6.327296
357,128,1533,139502,3,9.013248
358,128,1533,139671,3,9.028608
359,128,512,139971,3,6.3488
360,128,1533,140147,3,9.0368
361,128,512,140429,3,6.35904
362,128,1533,140625,3,9.02144
363,128,3574,140571,3,14.511104
364,128,1532,140754,3,9.044992
365,128,3575,140660,3,14.671872
366,128,512,140968,3,6.350848
367,128,2554,141011,3,11.523072
368,128,512,141324,3,6.367232
369,128,1533,141473,3,9.048064
370,128,1533,141652,3,9.05216
371,128,2554,141705,3,11.568128
372,128,1533,141877,3,9.056256
373,128,6636,141383,3,21.642241
374,128,1533,141592,3,9.065472
375,128,2554,141601,3,11.428864
376,128,2554,141656,3,11.449344
377,128,1533,141811,3,9.056256
378,128,2554,141862,3,11.529216
379,128,3575,141780,3,14.519296
380,128,2554,141812,3,11.441152
381,128,3574,141751,3,14.532608
382,128,3575,141652,3,14.641152
383,128,4595,141448,3,16.766975
384,126,8192,137889,3,25.690111
385,128,7112,140193,3,23.492607
386,128,7658,139550,3,24.0896
387,128,7658,138963,3,24.08448
388,128,6637,138480,3,21.594112
389,128,3575,138401,3,14.477312
390,128,5616,138049,3,19.217407
391,128,5616,137736,3,19.193855
392,128,3575,137670,3,14.55616
393,128,1532,137850,3,8.99072
394,128,2554,137921,3,11.388928
395,128,4595,137694,3,16.718847
