step,sched_reqs,sched_tokens,batch,num_query_tokens,sum_seq_len,num_spec_tokens,draft_ms,target_fwd_ms,n_target_fwd,exec_ms,sample_ms,step_ms
0,64,128,-1,-1,-1,-1,-1,26.191872,1,74.075134,168.847366,242.922501
1,64,64,-1,-1,-1,-1,-1,17.467392,1,18.520063,4.610048,23.130111
2,1,1025,-1,-1,-1,-1,-1,-1,0,92.860413,0.832512,93.692925
3,10,8192,-1,-1,-1,-1,-1,-1,0,531.460083,0.835584,532.295667
4,18,8192,-1,-1,-1,-1,-1,-1,0,502.173706,0.863232,503.036938
5,26,8192,-1,-1,-1,-1,-1,-1,0,512.451599,0.876544,513.328143
6,34,8192,-1,-1,-1,-1,-1,-1,0,511.202301,0.887808,512.090109
7,42,8192,-1,-1,-1,-1,-1,-1,0,517.569519,0.912384,518.481903
8,50,8192,-1,-1,-1,-1,-1,-1,0,516.997131,0.917504,517.914635
9,58,8192,-1,-1,-1,-1,-1,-1,0,522.932251,0.928768,523.861019
10,64,6445,-1,-1,-1,-1,-1,-1,0,423.691254,0.945152,424.636406
11,64,64,-1,-1,-1,-1,-1,22.365185,1,22.409216,0.951296,23.360512
12,64,64,-1,-1,-1,-1,-1,22.028288,1,22.074368,0.932864,23.007232
13,64,64,-1,-1,-1,-1,-1,21.771263,1,21.815296,0.930816,22.746112
14,64,64,-1,-1,-1,-1,-1,21.731327,1,21.773312,0.935936,22.709248
15,64,64,-1,-1,-1,-1,-1,21.692415,1,21.735424,0.93184,22.667264
16,64,64,-1,-1,-1,-1,-1,21.689344,1,21.732351,0.925696,22.658047
17,64,64,-1,-1,-1,-1,-1,21.702656,1,21.74464,0.935936,22.680576
18,64,64,-1,-1,-1,-1,-1,21.685247,1,21.748735,0.924672,22.673407
19,64,64,-1,-1,-1,-1,-1,21.696512,1,21.762049,0.925696,22.687745
20,64,64,-1,-1,-1,-1,-1,21.634048,1,21.699583,0.928768,22.628351
21,64,64,-1,-1,-1,-1,-1,21.576704,1,21.642241,0.928768,22.571009
22,64,64,-1,-1,-1,-1,-1,21.598207,1,21.66272,0.929792,22.592512
23,64,64,-1,-1,-1,-1,-1,21.568512,1,21.634048,0.929792,22.56384
24,64,64,-1,-1,-1,-1,-1,21.588991,1,21.654528,0.92672,22.581248
25,64,64,-1,-1,-1,-1,-1,21.602304,1,21.6576,0.92672,22.58432
26,64,64,-1,-1,-1,-1,-1,21.602304,1,21.666817,0.922624,22.589441
27,64,64,-1,-1,-1,-1,-1,21.598207,1,21.640192,0.928768,22.56896
28,64,64,-1,-1,-1,-1,-1,21.59104,1,21.633024,0.924672,22.557696
29,64,64,-1,-1,-1,-1,-1,21.594112,1,21.636095,0.929792,22.565887
30,64,64,-1,-1,-1,-1,-1,21.61664,1,21.658625,0.928768,22.587393
31,64,64,-1,-1,-1,-1,-1,21.603329,1,21.646336,0.928768,22.575104
32,64,64,-1,-1,-1,-1,-1,21.622784,1,21.666817,0.925696,22.592513
33,64,64,-1,-1,-1,-1,-1,21.613567,1,21.655552,0.930816,22.586368
34,64,64,-1,-1,-1,-1,-1,21.605375,1,21.659649,0.927744,22.587393
35,64,64,-1,-1,-1,-1,-1,21.611521,1,21.676031,0.93184,22.607871
36,64,64,-1,-1,-1,-1,-1,21.604353,1,21.668863,0.927744,22.596607
37,64,64,-1,-1,-1,-1,-1,21.617664,1,21.683201,0.930816,22.614017
