step,sched_reqs,sched_tokens,batch,num_query_tokens,sum_seq_len,num_spec_tokens,draft_ms,target_fwd_ms,n_target_fwd,exec_ms,sample_ms,step_ms
0,192,960,192,960,960,3,6.27712,-1,0,130.147324,199.417862,329.565186
1,192,768,192,768,1728,3,5.732352,-1,0,57.29792,61.458431,118.756351
2,1,513,1,513,513,3,4.050944,-1,0,58.738689,4.882432,63.621121
3,17,8192,17,8192,8705,3,22.688768,-1,0,524.944397,23.587839,548.532236
4,33,8192,33,8192,16897,3,23.13728,-1,0,499.320831,24.147968,523.4688
5,49,8192,49,8192,25086,3,23.504896,-1,0,502.347778,24.903681,527.251459
6,65,8192,65,8192,33244,3,23.72608,-1,0,505.153534,25.202688,530.356222
7,80,8192,80,8192,41391,3,24.138752,-1,0,508.472321,26.1376,534.609921
8,95,8192,95,8192,49501,3,24.105984,-1,0,511.154175,26.148865,537.30304
9,111,8192,111,8192,57597,3,24.400896,-1,0,516.391907,27.060225,543.452131
10,126,8192,126,8192,65663,3,24.613888,-1,0,518.649841,27.337729,545.98757
11,141,8192,141,8192,73714,3,25.156609,-1,0,523.891724,28.704767,552.596491
12,156,8192,156,8192,81738,3,25.399296,-1,0,526.983154,29.034496,556.017651
13,170,8192,170,8192,89764,3,25.6,-1,0,530.357239,29.304832,559.662071
14,185,8192,185,8192,97734,3,25.797632,-1,0,533.581848,29.776896,563.358744
15,192,4522,192,4522,102009,3,16.812033,-1,0,320.003082,20.82304,340.826122
16,192,768,192,768,102545,3,7.03488,-1,0,90.004478,11.026432,101.03091
17,192,768,192,768,103021,3,7.00416,-1,0,89.427971,10.970112,100.398083
18,192,768,192,768,103492,3,7.000064,-1,0,89.844734,10.955776,100.80051
19,192,768,192,768,103982,3,7.012352,-1,0,89.671677,10.969088,100.640764
20,192,768,192,768,104466,3,7.018496,-1,0,89.805824,10.980352,100.786177
21,192,768,192,768,104966,3,7.028736,-1,0,90.024963,10.99264,101.017603
22,192,768,192,768,105454,3,6.992896,-1,0,90.146812,10.929152,101.075964
