step,sched_reqs,sched_tokens,batch,num_query_tokens,sum_seq_len,num_spec_tokens,draft_ms,target_fwd_ms,n_target_fwd,exec_ms,sample_ms,step_ms
0,192,384,-1,-1,-1,-1,-1,46.374912,1,4040.689697,12362.775391,16403.465088
1,192,192,-1,-1,-1,-1,-1,26.697727,1,27.921408,9.352192,37.2736
2,1,513,-1,-1,-1,-1,-1,-1,0,58.911743,0.832512,59.744255
3,18,8192,-1,-1,-1,-1,-1,-1,0,516.491272,0.864256,517.355528
4,34,8192,-1,-1,-1,-1,-1,-1,0,494.929932,0.883712,495.813644
5,51,8192,-1,-1,-1,-1,-1,-1,0,500.195343,0.913408,501.108751
6,67,8192,-1,-1,-1,-1,-1,-1,0,503.357452,0.956416,504.313868
7,84,8192,-1,-1,-1,-1,-1,-1,0,507.6521,0.987136,508.639236
8,100,8192,-1,-1,-1,-1,-1,-1,0,511.055878,1.01376,512.069638
9,116,8192,-1,-1,-1,-1,-1,-1,0,514.642944,1.026048,515.668992
10,132,8192,-1,-1,-1,-1,-1,-1,0,519.800842,1.334272,521.135114
11,149,8192,-1,-1,-1,-1,-1,-1,0,522.708984,1.368064,524.077048
12,165,8192,-1,-1,-1,-1,-1,-1,0,526.272522,1.391616,527.664138
13,181,8192,-1,-1,-1,-1,-1,-1,0,529.474548,1.401856,530.876404
14,192,5877,-1,-1,-1,-1,-1,-1,0,393.434113,1.426432,394.860545
15,192,192,-1,-1,-1,-1,-1,30.599169,1,30.65856,1.391616,32.050176
16,192,192,-1,-1,-1,-1,-1,29.950975,1,29.999104,1.373184,31.372288
17,192,192,-1,-1,-1,-1,-1,29.538303,1,29.583361,1.362944,30.946305
18,192,192,-1,-1,-1,-1,-1,29.355007,1,29.422592,1.359872,30.782464
19,192,192,-1,-1,-1,-1,-1,29.36832,1,29.435904,1.362944,30.798848
20,192,192,-1,-1,-1,-1,-1,29.380608,1,29.449217,1.359872,30.809089
21,192,192,-1,-1,-1,-1,-1,29.426687,1,29.494272,1.353728,30.848
22,192,192,-1,-1,-1,-1,-1,29.458431,1,29.52704,1.353728,30.880769
23,192,192,-1,-1,-1,-1,-1,29.453312,1,29.520897,1.3568,30.877697
24,192,192,-1,-1,-1,-1,-1,29.438976,1,29.506559,1.3568,30.863359
25,192,192,-1,-1,-1,-1,-1,29.420544,1,29.479937,1.353728,30.833665
26,192,192,-1,-1,-1,-1,-1,29.435904,1,29.496321,1.357824,30.854145
27,192,192,-1,-1,-1,-1,-1,29.437952,1,29.505535,1.353728,30.859263
28,192,192,-1,-1,-1,-1,-1,29.443071,1,29.512705,1.354752,30.867457
29,192,192,-1,-1,-1,-1,-1,29.458431,1,29.526016,1.359872,30.885888
30,192,192,-1,-1,-1,-1,-1,29.509632,1,29.577215,1.36192,30.939135
31,192,192,-1,-1,-1,-1,-1,29.474815,1,29.534208,1.3568,30.891008
32,192,192,-1,-1,-1,-1,-1,29.506559,1,29.551617,1.36192,30.913537
33,192,192,-1,-1,-1,-1,-1,29.504513,1,29.550592,1.358848,30.90944
34,192,192,-1,-1,-1,-1,-1,29.497343,1,29.564928,1.355776,30.920704
35,192,192,-1,-1,-1,-1,-1,29.515776,1,29.583361,1.35168,30.935041
36,192,192,-1,-1,-1,-1,-1,29.539328,1,29.606913,1.353728,30.960641
37,192,192,-1,-1,-1,-1,-1,29.54752,1,29.615105,1.359872,30.974977
38,192,192,-1,-1,-1,-1,-1,29.555712,1,29.615105,1.359872,30.974977
39,192,192,-1,-1,-1,-1,-1,29.552641,1,29.620224,1.360896,30.98112
40,192,192,-1,-1,-1,-1,-1,29.581312,1,29.650944,1.3568,31.007744
41,192,192,-1,-1,-1,-1,-1,29.600767,1,29.668352,1.358848,31.0272
42,192,192,-1,-1,-1,-1,-1,29.599745,1,29.668352,1.358848,31.0272
43,192,192,-1,-1,-1,-1,-1,29.6448,1,29.712383,1.360896,31.073279
44,192,192,-1,-1,-1,-1,-1,29.659136,1,29.726721,1.352704,31.079425
45,192,192,-1,-1,-1,-1,-1,29.80864,1,29.868032,1.36704,31.235072
46,192,192,-1,-1,-1,-1,-1,29.853697,1,29.914112,1.364992,31.279104
47,192,192,-1,-1,-1,-1,-1,29.830145,1,29.896704,1.353728,31.250432
48,192,192,-1,-1,-1,-1,-1,29.688831,1,29.732864,1.352704,31.085568
49,192,192,-1,-1,-1,-1,-1,29.689856,1,29.733889,1.355776,31.089665
50,192,192,-1,-1,-1,-1,-1,29.715456,1,29.774849,1.3568,31.131649
51,192,192,-1,-1,-1,-1,-1,29.739008,1,29.806593,1.357824,31.164417
52,192,192,-1,-1,-1,-1,-1,29.898752,1,29.960192,1.374208,31.3344
53,192,192,-1,-1,-1,-1,-1,29.970432,1,30.040064,1.378304,31.418368
54,192,192,-1,-1,-1,-1,-1,29.971457,1,30.041088,1.358848,31.399936
55,192,192,-1,-1,-1,-1,-1,29.825024,1,29.897728,1.359872,31.2576
56,192,192,-1,-1,-1,-1,-1,29.832191,1,29.899776,1.368064,31.267841
57,192,192,-1,-1,-1,-1,-1,29.816832,1,29.888512,1.36704,31.255552
58,192,192,-1,-1,-1,-1,-1,29.831167,1,29.900801,1.371136,31.271937
59,192,192,-1,-1,-1,-1,-1,29.823999,1,29.883392,1.366016,31.249408
60,192,192,-1,-1,-1,-1,-1,29.846527,1,29.915136,1.354752,31.269888
61,192,192,-1,-1,-1,-1,-1,29.85984,1,29.93152,1.363968,31.295488
62,192,192,-1,-1,-1,-1,-1,29.885441,1,29.956097,1.360896,31.316993
63,192,192,-1,-1,-1,-1,-1,29.910015,1,29.976576,1.364992,31.341568
64,192,192,-1,-1,-1,-1,-1,29.900801,1,29.945856,1.357824,31.30368
65,192,192,-1,-1,-1,-1,-1,29.926399,1,29.972481,1.366016,31.338497
66,192,192,-1,-1,-1,-1,-1,29.947905,1,30.015488,1.36704,31.382528
67,192,192,-1,-1,-1,-1,-1,29.952,1,30.022655,1.373184,31.395839
68,192,192,-1,-1,-1,-1,-1,29.966335,1,30.036991,1.364992,31.401983
69,192,192,-1,-1,-1,-1,-1,29.971457,1,30.03392,1.364992,31.398912
70,192,192,-1,-1,-1,-1,-1,29.993984,1,30.065664,1.37216,31.437824
71,192,192,-1,-1,-1,-1,-1,30.02368,1,30.094336,1.36704,31.461376
72,192,192,-1,-1,-1,-1,-1,30.028799,1,30.098433,1.3568,31.455233
73,192,192,-1,-1,-1,-1,-1,30.027777,1,30.099457,1.362944,31.462401
74,192,192,-1,-1,-1,-1,-1,30.048256,1,30.115841,1.364992,31.480833
75,192,192,-1,-1,-1,-1,-1,30.082048,1,30.149632,1.362944,31.512576
76,192,192,-1,-1,-1,-1,-1,30.086143,1,30.156799,1.370112,31.526911
77,192,192,-1,-1,-1,-1,-1,30.103552,1,30.175232,1.366016,31.541248
78,192,192,-1,-1,-1,-1,-1,30.137344,1,30.205952,1.36704,31.572992
79,192,192,-1,-1,-1,-1,-1,30.161921,1,30.219263,1.36192,31.581183
80,192,192,-1,-1,-1,-1,-1,30.157824,1,30.202881,1.3568,31.559681
81,192,192,-1,-1,-1,-1,-1,30.193665,1,30.23872,1.362944,31.601664
