step,sched_reqs,sched_tokens,batch,num_query_tokens,sum_seq_len,num_spec_tokens,draft_ms,target_fwd_ms,n_target_fwd,exec_ms,sample_ms,step_ms
0,128,256,-1,-1,-1,-1,-1,33.784832,1,3546.835938,12315.530273,15862.366211
1,128,128,-1,-1,-1,-1,-1,19.887104,1,21.250048,7.9104,29.160448
2,1,513,-1,-1,-1,-1,-1,-1,0,59.870209,0.831488,60.701697
3,18,8192,-1,-1,-1,-1,-1,-1,0,510.028809,0.863232,510.892041
4,34,8192,-1,-1,-1,-1,-1,-1,0,494.757874,0.898048,495.655922
5,51,8192,-1,-1,-1,-1,-1,-1,0,498.455566,0.918528,499.374094
6,67,8192,-1,-1,-1,-1,-1,-1,0,502.678528,0.959488,503.638016
7,84,8192,-1,-1,-1,-1,-1,-1,0,505.919495,0.986112,506.905607
8,100,8192,-1,-1,-1,-1,-1,-1,0,510.372864,1.00864,511.381504
9,116,8192,-1,-1,-1,-1,-1,-1,0,513.143799,1.026048,514.169847
10,128,6225,-1,-1,-1,-1,-1,-1,0,409.56723,1.04448,410.61171
11,128,128,-1,-1,-1,-1,-1,23.527424,1,23.576576,1.06496,24.641536
12,128,128,-1,-1,-1,-1,-1,23.207935,1,23.256063,1.072128,24.328192
13,128,128,-1,-1,-1,-1,-1,22.985727,1,23.032831,1.05984,24.092671
14,128,128,-1,-1,-1,-1,-1,22.94784,1,22.993919,1.091584,24.085503
15,128,128,-1,-1,-1,-1,-1,22.964224,1,23.011328,1.056768,24.068096
16,128,128,-1,-1,-1,-1,-1,22.937599,1,22.984703,1.058816,24.043519
17,128,128,-1,-1,-1,-1,-1,22.881281,1,22.928385,1.056768,23.985153
18,128,128,-1,-1,-1,-1,-1,22.921215,1,22.989824,1.05472,24.044544
19,128,128,-1,-1,-1,-1,-1,22.920193,1,22.992895,1.088512,24.081407
20,128,128,-1,-1,-1,-1,-1,22.890495,1,22.961151,1.0496,24.010751
21,128,128,-1,-1,-1,-1,-1,22.937599,1,23.008257,1.052672,24.060929
22,128,128,-1,-1,-1,-1,-1,22.91712,1,22.986752,1.060864,24.047616
23,128,128,-1,-1,-1,-1,-1,22.918144,1,22.990849,1.077248,24.068097
24,128,128,-1,-1,-1,-1,-1,22.899712,1,22.969343,1.069056,24.038399
25,128,128,-1,-1,-1,-1,-1,22.941696,1,23.012352,1.065984,24.078336
26,128,128,-1,-1,-1,-1,-1,22.937599,1,23.006208,1.06496,24.071168
27,128,128,-1,-1,-1,-1,-1,22.940672,1,22.984703,1.052672,24.037375
28,128,128,-1,-1,-1,-1,-1,22.925312,1,22.970367,1.074176,24.044543
29,128,128,-1,-1,-1,-1,-1,22.987776,1,23.031809,1.062912,24.094721
30,128,128,-1,-1,-1,-1,-1,22.943745,1,22.987776,1.052672,24.040448
31,128,128,-1,-1,-1,-1,-1,22.994944,1,23.040001,1.068032,24.108033
32,128,128,-1,-1,-1,-1,-1,22.97344,1,23.017471,1.071104,24.088575
33,128,128,-1,-1,-1,-1,-1,22.960129,1,23.005184,1.07008,24.075264
34,128,128,-1,-1,-1,-1,-1,22.986752,1,23.04512,1.071104,24.116224
35,128,128,-1,-1,-1,-1,-1,22.980608,1,23.040001,1.069056,24.109057
36,128,128,-1,-1,-1,-1,-1,23.006208,1,23.076864,1.073152,24.150016
37,128,128,-1,-1,-1,-1,-1,23.006208,1,23.067648,1.062912,24.13056
38,128,128,-1,-1,-1,-1,-1,22.998016,1,23.065599,1.068032,24.133631
39,128,128,-1,-1,-1,-1,-1,23.01952,1,23.089151,1.055744,24.144895
40,128,128,-1,-1,-1,-1,-1,23.043072,1,23.112703,1.057792,24.170495
41,128,128,-1,-1,-1,-1,-1,23.049215,1,23.118849,1.0752,24.194049
42,128,128,-1,-1,-1,-1,-1,23.038977,1,23.109632,1.0752,24.184832
43,128,128,-1,-1,-1,-1,-1,23.04512,1,23.089151,1.07008,24.159231
44,128,128,-1,-1,-1,-1,-1,23.063553,1,23.107584,1.067008,24.174592
45,128,128,-1,-1,-1,-1,-1,23.076864,1,23.122944,1.06496,24.187904
46,128,128,-1,-1,-1,-1,-1,23.07584,1,23.120895,1.057792,24.178687
47,128,128,-1,-1,-1,-1,-1,23.081984,1,23.127041,1.069056,24.196097
48,128,128,-1,-1,-1,-1,-1,23.096319,1,23.142401,1.053696,24.196097
49,128,128,-1,-1,-1,-1,-1,23.077888,1,23.123968,1.068032,24.192
50,128,128,-1,-1,-1,-1,-1,23.095297,1,23.161856,1.067008,24.228864
51,128,128,-1,-1,-1,-1,-1,23.119871,1,23.181313,1.067008,24.248321
52,128,128,-1,-1,-1,-1,-1,23.126017,1,23.187456,1.058816,24.246272
53,128,128,-1,-1,-1,-1,-1,23.139328,1,23.207935,1.052672,24.260607
54,128,128,-1,-1,-1,-1,-1,23.129087,1,23.197697,1.053696,24.251393
55,128,128,-1,-1,-1,-1,-1,23.16288,1,23.225344,1.069056,24.2944
56,128,128,-1,-1,-1,-1,-1,23.164928,1,23.23456,1.068032,24.302592
