step,sched_reqs,sched_tokens,batch,num_query_tokens,sum_seq_len,num_spec_tokens,draft_ms,step_ms
0,32,64,-1,-1,-1,-1,-1,4618.887207
1,32,32,-1,-1,-1,-1,-1,17.3312
2,0,-1,-1,-1,-1,-1,-1,0.004096
3,1,1025,-1,-1,-1,-1,-1,126.565376
4,10,8192,-1,-1,-1,-1,-1,504.770569
5,18,8192,-1,-1,-1,-1,-1,501.961731
6,26,8192,-1,-1,-1,-1,-1,503.52948
7,32,6749,-1,-1,-1,-1,-1,421.097473
8,32,32,-1,-1,-1,-1,-1,17.752064
9,32,32,-1,-1,-1,-1,-1,17.504255
10,32,32,-1,-1,-1,-1,-1,17.386496
11,32,32,-1,-1,-1,-1,-1,17.31072
12,32,32,-1,-1,-1,-1,-1,17.25952
13,32,32,-1,-1,-1,-1,-1,17.245184
14,32,32,-1,-1,-1,-1,-1,17.263617
15,32,32,-1,-1,-1,-1,-1,17.251328
16,32,32,-1,-1,-1,-1,-1,17.258495
17,32,32,-1,-1,-1,-1,-1,17.185793
18,32,32,-1,-1,-1,-1,-1,17.188864
19,32,32,-1,-1,-1,-1,-1,17.208321
20,32,32,-1,-1,-1,-1,-1,17.205248
21,32,32,-1,-1,-1,-1,-1,17.190912
22,32,32,-1,-1,-1,-1,-1,17.201153
23,32,32,-1,-1,-1,-1,-1,17.220608
24,32,32,-1,-1,-1,-1,-1,17.21344
25,32,32,-1,-1,-1,-1,-1,17.174528
26,32,32,-1,-1,-1,-1,-1,17.189888
27,32,32,-1,-1,-1,-1,-1,17.18784
28,32,32,-1,-1,-1,-1,-1,17.191936
29,32,32,-1,-1,-1,-1,-1,17.177601
30,32,32,-1,-1,-1,-1,-1,17.186815
31,32,32,-1,-1,-1,-1,-1,17.186815
32,32,32,-1,-1,-1,-1,-1,17.199104
33,32,32,-1,-1,-1,-1,-1,17.18784
34,32,32,-1,-1,-1,-1,-1,17.178623
35,32,32,-1,-1,-1,-1,-1,17.233919
36,32,32,-1,-1,-1,-1,-1,17.212416
37,32,32,-1,-1,-1,-1,-1,17.219584
38,32,32,-1,-1,-1,-1,-1,17.225727
39,32,32,-1,-1,-1,-1,-1,17.211391
40,32,32,-1,-1,-1,-1,-1,17.206272
41,32,32,-1,-1,-1,-1,-1,17.199104
42,32,32,-1,-1,-1,-1,-1,17.202175
43,32,32,-1,-1,-1,-1,-1,17.209345
44,32,32,-1,-1,-1,-1,-1,17.206272
45,32,32,-1,-1,-1,-1,-1,17.205248
46,32,32,-1,-1,-1,-1,-1,17.201153
47,32,32,-1,-1,-1,-1,-1,17.214464
48,32,32,-1,-1,-1,-1,-1,17.215488
49,32,32,-1,-1,-1,-1,-1,17.19808
50,32,32,-1,-1,-1,-1,-1,17.217537
51,32,32,-1,-1,-1,-1,-1,17.233919
52,32,32,-1,-1,-1,-1,-1,17.250303
53,32,32,-1,-1,-1,-1,-1,17.242111
54,32,32,-1,-1,-1,-1,-1,17.2544
55,32,32,-1,-1,-1,-1,-1,17.258495
56,32,32,-1,-1,-1,-1,-1,17.249281
57,32,32,-1,-1,-1,-1,-1,17.226751
58,32,32,-1,-1,-1,-1,-1,17.231873
59,32,32,-1,-1,-1,-1,-1,17.225727
60,32,32,-1,-1,-1,-1,-1,17.23904
