step,sched_reqs,sched_tokens,batch,num_query_tokens,sum_seq_len,num_spec_tokens,draft_ms,step_ms
0,128,256,-1,-1,-1,-1,-1,98.471939
1,128,128,-1,-1,-1,-1,-1,21.246977
2,0,-1,-1,-1,-1,-1,-1,0.004096
3,1,1025,-1,-1,-1,-1,-1,92.42112
4,10,8192,-1,-1,-1,-1,-1,524.41803
5,18,8192,-1,-1,-1,-1,-1,502.508545
6,26,8192,-1,-1,-1,-1,-1,507.739136
7,34,8192,-1,-1,-1,-1,-1,508.853241
8,42,8192,-1,-1,-1,-1,-1,512.546814
9,50,8192,-1,-1,-1,-1,-1,516.154358
10,58,8192,-1,-1,-1,-1,-1,519.313416
11,66,8192,-1,-1,-1,-1,-1,522.906616
12,74,8192,-1,-1,-1,-1,-1,525.582336
13,82,8192,-1,-1,-1,-1,-1,527.949829
14,90,8192,-1,-1,-1,-1,-1,532.295654
15,98,8192,-1,-1,-1,-1,-1,534.770691
16,106,8192,-1,-1,-1,-1,-1,537.955322
17,114,8192,-1,-1,-1,-1,-1,541.747192
18,122,8192,-1,-1,-1,-1,-1,545.508362
19,128,6218,-1,-1,-1,-1,-1,436.926453
20,128,128,-1,-1,-1,-1,-1,29.844481
21,128,128,-1,-1,-1,-1,-1,29.533184
22,128,128,-1,-1,-1,-1,-1,29.339647
23,128,128,-1,-1,-1,-1,-1,29.279232
24,128,128,-1,-1,-1,-1,-1,29.276159
25,128,128,-1,-1,-1,-1,-1,29.217793
26,128,128,-1,-1,-1,-1,-1,29.198336
27,128,128,-1,-1,-1,-1,-1,29.248512
28,128,128,-1,-1,-1,-1,-1,29.252607
29,128,128,-1,-1,-1,-1,-1,29.251583
30,128,128,-1,-1,-1,-1,-1,29.281281
31,128,128,-1,-1,-1,-1,-1,29.266945
32,128,128,-1,-1,-1,-1,-1,29.285376
33,128,128,-1,-1,-1,-1,-1,29.276159
34,128,128,-1,-1,-1,-1,-1,29.24544
35,128,128,-1,-1,-1,-1,-1,29.273088
36,128,128,-1,-1,-1,-1,-1,29.29664
37,128,128,-1,-1,-1,-1,-1,29.336576
38,128,128,-1,-1,-1,-1,-1,29.309952
39,128,128,-1,-1,-1,-1,-1,29.320192
40,128,128,-1,-1,-1,-1,-1,29.318144
41,128,128,-1,-1,-1,-1,-1,29.345793
42,128,128,-1,-1,-1,-1,-1,29.337601
43,128,128,-1,-1,-1,-1,-1,29.355007
44,128,128,-1,-1,-1,-1,-1,29.380608
45,128,128,-1,-1,-1,-1,-1,29.381632
46,128,128,-1,-1,-1,-1,-1,29.389824
47,128,128,-1,-1,-1,-1,-1,29.379583
48,128,128,-1,-1,-1,-1,-1,29.406208
49,128,128,-1,-1,-1,-1,-1,29.401089
50,128,128,-1,-1,-1,-1,-1,29.413376
51,128,128,-1,-1,-1,-1,-1,29.415424
52,128,128,-1,-1,-1,-1,-1,29.42976
53,128,128,-1,-1,-1,-1,-1,29.447168
54,128,128,-1,-1,-1,-1,-1,29.433855
55,128,128,-1,-1,-1,-1,-1,29.44512
56,128,128,-1,-1,-1,-1,-1,29.457409
57,128,128,-1,-1,-1,-1,-1,29.457409
58,128,128,-1,-1,-1,-1,-1,29.473791
59,128,128,-1,-1,-1,-1,-1,29.473791
60,128,128,-1,-1,-1,-1,-1,29.507584
61,128,128,-1,-1,-1,-1,-1,29.506559
62,128,128,-1,-1,-1,-1,-1,29.50144
63,128,128,-1,-1,-1,-1,-1,29.528065
64,128,128,-1,-1,-1,-1,-1,29.549568
65,128,128,-1,-1,-1,-1,-1,29.561855
66,128,128,-1,-1,-1,-1,-1,29.570047
67,128,128,-1,-1,-1,-1,-1,29.566977
68,128,128,-1,-1,-1,-1,-1,29.574144
69,128,128,-1,-1,-1,-1,-1,29.621248
70,128,128,-1,-1,-1,-1,-1,29.599745
71,128,128,-1,-1,-1,-1,-1,29.615105
72,128,128,-1,-1,-1,-1,-1,29.612032
73,128,128,-1,-1,-1,-1,-1,29.632511
74,128,128,-1,-1,-1,-1,-1,29.64992
75,128,128,-1,-1,-1,-1,-1,29.677568
76,128,128,-1,-1,-1,-1,-1,29.682688
77,128,128,-1,-1,-1,-1,-1,29.692928
78,128,128,-1,-1,-1,-1,-1,29.672447
79,128,128,-1,-1,-1,-1,-1,29.707264
80,128,128,-1,-1,-1,-1,-1,29.712383
81,128,128,-1,-1,-1,-1,-1,29.739008
82,128,128,-1,-1,-1,-1,-1,29.73184
83,128,128,-1,-1,-1,-1,-1,29.768703
84,128,128,-1,-1,-1,-1,-1,29.784063
85,128,128,-1,-1,-1,-1,-1,29.799423
86,128,128,-1,-1,-1,-1,-1,29.774849
87,128,128,-1,-1,-1,-1,-1,29.821953
88,128,128,-1,-1,-1,-1,-1,29.784063
89,128,128,-1,-1,-1,-1,-1,29.821953
90,128,128,-1,-1,-1,-1,-1,29.816832
91,128,128,-1,-1,-1,-1,-1,29.828096
92,128,128,-1,-1,-1,-1,-1,29.829121
93,128,128,-1,-1,-1,-1,-1,29.836288
94,128,128,-1,-1,-1,-1,-1,29.887487
95,128,128,-1,-1,-1,-1,-1,29.894655
96,128,128,-1,-1,-1,-1,-1,29.928448
97,128,128,-1,-1,-1,-1,-1,29.914112
98,128,128,-1,-1,-1,-1,-1,29.907969
99,128,128,-1,-1,-1,-1,-1,29.953024
100,128,128,-1,-1,-1,-1,-1,29.947905
101,128,128,-1,-1,-1,-1,-1,29.930496
102,128,128,-1,-1,-1,-1,-1,29.968384
103,128,128,-1,-1,-1,-1,-1,29.984768
104,128,128,-1,-1,-1,-1,-1,30.022655
105,128,128,-1,-1,-1,-1,-1,30.019585
106,128,128,-1,-1,-1,-1,-1,30.02368
107,128,128,-1,-1,-1,-1,-1,30.025728
108,128,128,-1,-1,-1,-1,-1,30.043137
109,128,128,-1,-1,-1,-1,-1,30.050304
110,128,128,-1,-1,-1,-1,-1,30.107649
111,128,128,-1,-1,-1,-1,-1,30.134272
112,128,128,-1,-1,-1,-1,-1,30.094336
113,128,128,-1,-1,-1,-1,-1,30.107649
114,128,128,-1,-1,-1,-1,-1,30.121984
115,128,128,-1,-1,-1,-1,-1,30.102528
116,128,128,-1,-1,-1,-1,-1,30.155775
117,128,1136,-1,-1,-1,-1,-1,125.412354
118,128,128,-1,-1,-1,-1,-1,30.706688
119,128,1135,-1,-1,-1,-1,-1,125.772797
120,128,1136,-1,-1,-1,-1,-1,126.568451
121,128,128,-1,-1,-1,-1,-1,30.734337
122,128,3152,-1,-1,-1,-1,-1,248.415237
123,128,2144,-1,-1,-1,-1,-1,190.12915
124,128,2144,-1,-1,-1,-1,-1,189.021179
125,128,128,-1,-1,-1,-1,-1,30.753792
126,128,5168,-1,-1,-1,-1,-1,378.445831
127,128,4159,-1,-1,-1,-1,-1,313.411591
128,128,128,-1,-1,-1,-1,-1,30.773249
129,128,3152,-1,-1,-1,-1,-1,247.019516
130,128,1135,-1,-1,-1,-1,-1,127.057922
131,128,4160,-1,-1,-1,-1,-1,312.514557
132,128,5168,-1,-1,-1,-1,-1,382.500854
133,128,4158,-1,-1,-1,-1,-1,313.690125
134,128,5167,-1,-1,-1,-1,-1,381.537292
135,128,6176,-1,-1,-1,-1,-1,441.463806
136,128,8192,-1,-1,-1,-1,-1,550.458374
137,128,6176,-1,-1,-1,-1,-1,441.308167
138,128,6174,-1,-1,-1,-1,-1,440.344574
139,128,4159,-1,-1,-1,-1,-1,313.340942
140,128,7183,-1,-1,-1,-1,-1,499.48877
141,128,3152,-1,-1,-1,-1,-1,248.078339
142,128,5168,-1,-1,-1,-1,-1,381.816833
143,128,4159,-1,-1,-1,-1,-1,312.481781
144,128,3152,-1,-1,-1,-1,-1,247.546875
145,128,4159,-1,-1,-1,-1,-1,312.712189
146,128,6176,-1,-1,-1,-1,-1,439.572479
147,128,4159,-1,-1,-1,-1,-1,312.385529
148,128,2143,-1,-1,-1,-1,-1,187.330566
149,128,2143,-1,-1,-1,-1,-1,186.93222
150,128,1136,-1,-1,-1,-1,-1,123.762688
151,128,3152,-1,-1,-1,-1,-1,247.060486
152,128,4159,-1,-1,-1,-1,-1,312.060913
153,128,2143,-1,-1,-1,-1,-1,186.873856
154,128,128,-1,-1,-1,-1,-1,29.969408
155,128,1136,-1,-1,-1,-1,-1,122.470398
