step,sched_reqs,sched_tokens,batch,num_query_tokens,sum_seq_len,num_spec_tokens,draft_ms,target_fwd_ms,n_target_fwd,exec_ms,sample_ms,step_ms
0,384,768,-1,-1,-1,-1,-1,-1,0,3255.777588,10889.428711,14145.206299
1,384,384,-1,-1,-1,-1,-1,12.277056,1,13.638144,7.935808,21.573952
2,1,2048,-1,-1,-1,-1,-1,-1,0,32.108704,1.194464,33.303168
3,6,10166,-1,-1,-1,-1,-1,-1,0,162.169312,0.324832,162.494144
4,14,16270,-1,-1,-1,-1,-1,-1,0,246.746307,1.055168,247.801475
5,23,16384,-1,-1,-1,-1,-1,-1,0,255.021408,0.975712,255.99712
6,31,16384,-1,-1,-1,-1,-1,-1,0,282.104218,1.175136,283.279353
7,39,16384,-1,-1,-1,-1,-1,-1,0,265.200317,2.016864,267.217181
8,47,16384,-1,-1,-1,-1,-1,-1,0,257.545105,1.001088,258.546193
9,55,16384,-1,-1,-1,-1,-1,-1,0,259.417542,0.941376,260.358917
10,63,16384,-1,-1,-1,-1,-1,-1,0,274.315063,1.840256,276.155319
11,71,16384,-1,-1,-1,-1,-1,-1,0,266.9888,1.757024,268.745824
12,79,16384,-1,-1,-1,-1,-1,-1,0,260.002167,1.00912,261.011287
13,87,16384,-1,-1,-1,-1,-1,-1,0,267.371887,0.937984,268.309871
14,95,16384,-1,-1,-1,-1,-1,-1,0,273.663879,0.91664,274.580519
15,103,16384,-1,-1,-1,-1,-1,-1,0,267.089417,0.877504,267.96692
16,111,16384,-1,-1,-1,-1,-1,-1,0,267.193298,1.757632,268.95093
17,119,16384,-1,-1,-1,-1,-1,-1,0,273.20224,2.012608,275.214848
18,127,16384,-1,-1,-1,-1,-1,-1,0,270.765564,1.948832,272.714396
19,135,16384,-1,-1,-1,-1,-1,-1,0,270.684723,1.428672,272.113395
20,143,16384,-1,-1,-1,-1,-1,-1,0,268.660339,0.825824,269.486163
21,151,16384,-1,-1,-1,-1,-1,-1,0,272.806244,0.774528,273.580772
22,159,16384,-1,-1,-1,-1,-1,-1,0,269.960083,3.895872,273.855955
23,167,16384,-1,-1,-1,-1,-1,-1,0,271.847626,0.8168,272.664426
24,175,16384,-1,-1,-1,-1,-1,-1,0,273.442108,1.801792,275.2439
25,183,16384,-1,-1,-1,-1,-1,-1,0,276.635071,0.82576,277.460831
26,191,16384,-1,-1,-1,-1,-1,-1,0,270.749054,0.821984,271.571038
27,199,16384,-1,-1,-1,-1,-1,-1,0,276.553802,0.7904,277.344203
28,207,16384,-1,-1,-1,-1,-1,-1,0,273.711243,0.793664,274.504907
29,215,16384,-1,-1,-1,-1,-1,-1,0,272.918121,0.7944,273.712521
30,223,16384,-1,-1,-1,-1,-1,-1,0,275.676758,0.789728,276.466486
31,231,16384,-1,-1,-1,-1,-1,-1,0,274.854584,0.805728,275.660312
32,238,16384,-1,-1,-1,-1,-1,-1,0,278.77655,0.92224,279.69879
33,246,16384,-1,-1,-1,-1,-1,-1,0,279.23111,0.838624,280.069734
34,254,16384,-1,-1,-1,-1,-1,-1,0,279.45993,0.83104,280.29097
35,262,16384,-1,-1,-1,-1,-1,-1,0,278.736115,1.822528,280.558643
36,270,16384,-1,-1,-1,-1,-1,-1,0,276.516327,0.731232,277.247559
37,278,16384,-1,-1,-1,-1,-1,-1,0,283.862183,1.444096,285.306279
38,286,16384,-1,-1,-1,-1,-1,-1,0,279.963043,0.771104,280.734147
39,294,16384,-1,-1,-1,-1,-1,-1,0,279.962708,0.923968,280.886676
40,302,16384,-1,-1,-1,-1,-1,-1,0,282.590698,0.80528,283.395978
41,310,16384,-1,-1,-1,-1,-1,-1,0,284.289673,0.941632,285.231305
42,318,16384,-1,-1,-1,-1,-1,-1,0,285.291321,0.86336,286.154681
43,326,16384,-1,-1,-1,-1,-1,-1,0,285.745453,0.879232,286.624685
44,334,16384,-1,-1,-1,-1,-1,-1,0,288.36322,0.882496,289.245716
45,342,16384,-1,-1,-1,-1,-1,-1,0,289.327057,1.051072,290.378129
46,350,16384,-1,-1,-1,-1,-1,-1,0,285.637329,0.976032,286.613361
47,358,16384,-1,-1,-1,-1,-1,-1,0,289.012329,0.978816,289.991145
48,365,16384,-1,-1,-1,-1,-1,-1,0,289.126709,0.960064,290.086773
49,373,16384,-1,-1,-1,-1,-1,-1,0,289.150391,0.985024,290.135415
50,381,16384,-1,-1,-1,-1,-1,-1,0,287.276917,0.991136,288.268053
51,384,7162,-1,-1,-1,-1,-1,-1,0,143.649094,1.009536,144.65863
52,384,384,-1,-1,-1,-1,-1,36.852383,1,36.912575,0.944384,37.856959
53,384,384,-1,-1,-1,-1,-1,34.929825,1,34.983521,0.90288,35.886401
54,384,384,-1,-1,-1,-1,-1,34.643009,1,34.696545,0.873088,35.569633
55,384,384,-1,-1,-1,-1,-1,34.410591,1,34.462688,0.869152,35.33184
56,384,384,-1,-1,-1,-1,-1,34.253536,1,34.308514,0.84928,35.157794
57,384,384,-1,-1,-1,-1,-1,34.24131,1,34.295681,0.857152,35.152833
58,384,384,-1,-1,-1,-1,-1,34.418591,1,34.470207,0.873632,35.343839
59,384,384,-1,-1,-1,-1,-1,34.503872,1,34.557217,0.869984,35.427201
60,384,384,-1,-1,-1,-1,-1,34.618431,1,34.672672,0.869824,35.542496
61,384,384,-1,-1,-1,-1,-1,34.507874,1,34.55904,0.869568,35.428608
62,384,384,-1,-1,-1,-1,-1,34.554688,1,34.607712,0.879616,35.487328
