step,sched_reqs,sched_tokens,batch,num_query_tokens,sum_seq_len,num_spec_tokens,draft_ms,target_fwd_ms,n_target_fwd,exec_ms,sample_ms,step_ms
0,256,512,-1,-1,-1,-1,-1,11.100032,1,3560.88208,11294.40332,14855.2854
1,256,256,-1,-1,-1,-1,-1,8.092928,1,9.624448,5.607936,15.232384
2,1,2048,-1,-1,-1,-1,-1,-1,0,56.291714,1.101184,57.392898
3,10,16384,-1,-1,-1,-1,-1,-1,0,285.395935,1.37216,286.768095
4,18,16384,-1,-1,-1,-1,-1,-1,0,253.868317,2.465728,256.334045
5,26,16384,-1,-1,-1,-1,-1,-1,0,253.425217,0.94064,254.365857
6,34,16384,-1,-1,-1,-1,-1,-1,0,288.511444,0.994816,289.50626
7,42,16384,-1,-1,-1,-1,-1,-1,0,261.203705,1.005952,262.209657
8,50,16384,-1,-1,-1,-1,-1,-1,0,255.840546,0.99568,256.836226
9,58,16384,-1,-1,-1,-1,-1,-1,0,262.379486,0.974784,263.35427
10,66,16384,-1,-1,-1,-1,-1,-1,0,270.482849,0.883744,271.366593
11,74,16384,-1,-1,-1,-1,-1,-1,0,265.20694,0.870496,266.077436
12,82,16384,-1,-1,-1,-1,-1,-1,0,262.09964,0.810848,262.910488
13,90,16384,-1,-1,-1,-1,-1,-1,0,267.548157,1.359968,268.908125
14,98,16384,-1,-1,-1,-1,-1,-1,0,272.806824,1.390144,274.196968
15,106,16384,-1,-1,-1,-1,-1,-1,0,268.978943,0.783968,269.762911
16,114,16384,-1,-1,-1,-1,-1,-1,0,268.015564,0.7648,268.780364
17,122,16384,-1,-1,-1,-1,-1,-1,0,272.081207,1.129408,273.210615
18,130,16384,-1,-1,-1,-1,-1,-1,0,267.703461,1.119872,268.823333
19,138,16384,-1,-1,-1,-1,-1,-1,0,267.692078,1.79312,269.485198
20,146,16384,-1,-1,-1,-1,-1,-1,0,272.258911,1.154048,273.412959
21,154,16384,-1,-1,-1,-1,-1,-1,0,272.19809,0.87328,273.07137
22,162,16384,-1,-1,-1,-1,-1,-1,0,272.495453,0.840288,273.335741
