step,sched_reqs,sched_tokens,batch,num_query_tokens,sum_seq_len,num_spec_tokens,draft_ms,target_fwd_ms,n_target_fwd,step_ms
0,128,640,-1,-1,-1,-1,-1,-1,0,164.567047
1,128,512,-1,-1,-1,-1,-1,47.547394,1,55.286785
2,0,-1,-1,-1,-1,-1,-1,-1,0,0.004096
3,1,1025,-1,-1,-1,-1,-1,-1,0,93.876221
4,9,8192,-1,-1,-1,-1,-1,-1,0,518.821899
5,17,8192,-1,-1,-1,-1,-1,-1,0,490.284027
6,25,8192,-1,-1,-1,-1,-1,-1,0,494.084106
7,33,8192,-1,-1,-1,-1,-1,-1,0,497.391602
8,41,8192,-1,-1,-1,-1,-1,-1,0,498.676727
9,49,8192,-1,-1,-1,-1,-1,-1,0,503.005188
10,57,8192,-1,-1,-1,-1,-1,-1,0,505.365509
11,65,8192,-1,-1,-1,-1,-1,-1,0,508.868622
12,72,8192,-1,-1,-1,-1,-1,-1,0,511.127563
13,80,8192,-1,-1,-1,-1,-1,-1,0,513.253357
14,88,8192,-1,-1,-1,-1,-1,-1,0,516.665344
15,95,8192,-1,-1,-1,-1,-1,-1,0,520.015869
16,103,8192,-1,-1,-1,-1,-1,-1,0,522.656738
17,111,8192,-1,-1,-1,-1,-1,-1,0,524.79895
18,118,8192,-1,-1,-1,-1,-1,-1,0,529.843201
19,126,8192,-1,-1,-1,-1,-1,-1,0,532.716553
20,128,3378,-1,-1,-1,-1,-1,-1,0,247.164932
21,128,512,-1,-1,-1,-1,-1,81.011711,1,81.079292
22,128,512,-1,-1,-1,-1,-1,80.433151,1,80.506882
23,128,512,-1,-1,-1,-1,-1,80.47718,1,80.550911
24,128,512,-1,-1,-1,-1,-1,80.588799,1,80.664574
25,128,512,-1,-1,-1,-1,-1,80.598015,1,80.67379
26,128,512,-1,-1,-1,-1,-1,80.622589,1,80.689156
27,128,512,-1,-1,-1,-1,-1,80.923645,1,80.998398
28,128,512,-1,-1,-1,-1,-1,81.029121,1,81.103874
29,128,512,-1,-1,-1,-1,-1,81.005569,1,81.083389
30,128,512,-1,-1,-1,-1,-1,80.928764,1,80.993279
31,128,512,-1,-1,-1,-1,-1,80.88269,1,80.948227
32,128,512,-1,-1,-1,-1,-1,81.182716,1,81.256447
33,128,512,-1,-1,-1,-1,-1,81.389565,1,81.463295
34,128,512,-1,-1,-1,-1,-1,81.801216,1,81.867775
35,128,512,-1,-1,-1,-1,-1,81.654785,1,81.728516
36,128,512,-1,-1,-1,-1,-1,81.71315,1,81.787903
37,128,512,-1,-1,-1,-1,-1,81.692673,1,81.76947
38,128,512,-1,-1,-1,-1,-1,82.211838,1,82.288643
39,128,512,-1,-1,-1,-1,-1,81.836029,1,81.90976
40,128,512,-1,-1,-1,-1,-1,82.257919,1,82.32653
41,128,512,-1,-1,-1,-1,-1,82.279427,1,82.354179
42,128,512,-1,-1,-1,-1,-1,82.211838,1,82.286591
43,128,512,-1,-1,-1,-1,-1,82.297859,1,82.372604
44,128,512,-1,-1,-1,-1,-1,82.287613,1,82.362366
45,128,512,-1,-1,-1,-1,-1,82.288643,1,82.362366
46,128,512,-1,-1,-1,-1,-1,82.493439,1,82.568192
47,128,512,-1,-1,-1,-1,-1,82.576385,1,82.652161
48,128,512,-1,-1,-1,-1,-1,82.671616,1,82.737152
49,128,512,-1,-1,-1,-1,-1,82.941956,1,83.017731
50,128,512,-1,-1,-1,-1,-1,83.133438,1,83.206146
51,128,1533,-1,-1,-1,-1,-1,-1,0,146.772995
52,128,1532,-1,-1,-1,-1,-1,-1,0,146.67366
53,128,3575,-1,-1,-1,-1,-1,-1,0,273.360901
54,128,1533,-1,-1,-1,-1,-1,-1,0,146.820099
55,128,5617,-1,-1,-1,-1,-1,-1,0,384.833527
56,128,1533,-1,-1,-1,-1,-1,-1,0,147.447815
57,128,2554,-1,-1,-1,-1,-1,-1,0,202.142715
58,128,2554,-1,-1,-1,-1,-1,-1,0,202.904572
59,128,7657,-1,-1,-1,-1,-1,-1,0,503.311371
60,128,7659,-1,-1,-1,-1,-1,-1,0,502.442993
61,125,8192,-1,-1,-1,-1,-1,-1,0,534.693909
62,128,8192,-1,-1,-1,-1,-1,-1,0,535.497742
63,128,5549,-1,-1,-1,-1,-1,-1,0,383.646729
64,128,5617,-1,-1,-1,-1,-1,-1,0,384.581635
65,125,8192,-1,-1,-1,-1,-1,-1,0,534.201355
66,123,8192,-1,-1,-1,-1,-1,-1,0,534.180847
67,127,8192,-1,-1,-1,-1,-1,-1,0,534.875122
68,128,7029,-1,-1,-1,-1,-1,-1,0,476.193787
69,128,3575,-1,-1,-1,-1,-1,-1,0,271.968262
70,128,4595,-1,-1,-1,-1,-1,-1,0,325.984253
71,128,5616,-1,-1,-1,-1,-1,-1,0,384.176117
72,128,7659,-1,-1,-1,-1,-1,-1,0,501.597198
73,128,5616,-1,-1,-1,-1,-1,-1,0,384.129028
74,128,6636,-1,-1,-1,-1,-1,-1,0,439.912445
75,128,2554,-1,-1,-1,-1,-1,-1,0,200.525818
76,128,5615,-1,-1,-1,-1,-1,-1,0,385.253387
77,128,1533,-1,-1,-1,-1,-1,-1,0,144.40448
78,128,3559,-1,-1,-1,-1,-1,-1,0,271.266815
79,128,512,-1,-1,-1,-1,-1,81.245186,1,81.319939
80,128,1533,-1,-1,-1,-1,-1,-1,0,143.947769
81,128,512,-1,-1,-1,-1,-1,81.65786,1,81.722366
82,128,512,-1,-1,-1,-1,-1,81.29229,1,81.363968
83,128,1533,-1,-1,-1,-1,-1,-1,0,143.733765
84,128,512,-1,-1,-1,-1,-1,81.655807,1,81.722366
85,128,1533,-1,-1,-1,-1,-1,-1,0,143.725571
86,128,512,-1,-1,-1,-1,-1,81.813507,1,81.875969
87,128,512,-1,-1,-1,-1,-1,81.727486,1,81.800194
88,128,512,-1,-1,-1,-1,-1,81.568771,1,81.641472
89,128,512,-1,-1,-1,-1,-1,81.789955,1,81.861633
90,128,512,-1,-1,-1,-1,-1,81.892349,1,81.956863
91,128,512,-1,-1,-1,-1,-1,81.972221,1,82.04493
92,128,512,-1,-1,-1,-1,-1,81.952766,1,82.025475
93,128,512,-1,-1,-1,-1,-1,82.279427,1,82.352127
94,128,512,-1,-1,-1,-1,-1,81.829887,1,81.900543
95,128,512,-1,-1,-1,-1,-1,82.384895,1,82.457603
96,128,512,-1,-1,-1,-1,-1,82.23027,1,82.294785
97,128,512,-1,-1,-1,-1,-1,82.293762,1,82.366463
98,128,512,-1,-1,-1,-1,-1,82.136063,1,82.207741
99,128,1533,-1,-1,-1,-1,-1,-1,0,145.935364
100,128,512,-1,-1,-1,-1,-1,82.939903,1,83.013634
101,128,512,-1,-1,-1,-1,-1,82.77504,1,82.845695
102,128,512,-1,-1,-1,-1,-1,82.783234,1,82.856956
103,128,1533,-1,-1,-1,-1,-1,-1,0,145.946625
104,128,512,-1,-1,-1,-1,-1,83.711998,1,83.784706
105,128,3575,-1,-1,-1,-1,-1,-1,0,274.819061
106,128,4596,-1,-1,-1,-1,-1,-1,0,327.281677
