step,sched_reqs,sched_tokens,batch,num_query_tokens,sum_seq_len,num_spec_tokens,draft_ms,target_fwd_ms,n_target_fwd,step_ms
0,16,80,-1,-1,-1,-1,-1,19.300352,1,3469.275146
1,16,64,-1,-1,-1,-1,-1,17.527807,1,442.961914
2,0,-1,-1,-1,-1,-1,-1,-1,0,0.004096
3,1,1025,-1,-1,-1,-1,-1,-1,0,111.988739
4,9,8192,-1,-1,-1,-1,-1,-1,0,515.897339
5,16,7216,-1,-1,-1,-1,-1,-1,0,440.658936
6,16,64,-1,-1,-1,-1,-1,18.908159,1,18.953217
7,16,64,-1,-1,-1,-1,-1,18.716673,1,18.760704
8,16,64,-1,-1,-1,-1,-1,18.61632,1,18.681856
9,16,64,-1,-1,-1,-1,-1,18.514944,1,18.581505
10,16,64,-1,-1,-1,-1,-1,18.550783,1,18.615295
11,16,64,-1,-1,-1,-1,-1,18.536448,1,18.601984
12,16,64,-1,-1,-1,-1,-1,18.4576,1,18.521088
13,16,64,-1,-1,-1,-1,-1,18.43712,1,18.501633
14,16,64,-1,-1,-1,-1,-1,18.487295,1,18.552832
15,16,64,-1,-1,-1,-1,-1,18.439169,1,18.504704
16,16,64,-1,-1,-1,-1,-1,18.491392,1,18.556929
17,16,64,-1,-1,-1,-1,-1,18.489344,1,18.555904
18,16,64,-1,-1,-1,-1,-1,18.440191,1,18.506752
19,16,64,-1,-1,-1,-1,-1,18.41152,1,18.478081
20,16,64,-1,-1,-1,-1,-1,18.44224,1,18.485249
21,16,64,-1,-1,-1,-1,-1,18.4576,1,18.515968
22,16,64,-1,-1,-1,-1,-1,18.458624,1,18.525185
23,16,64,-1,-1,-1,-1,-1,18.410496,1,18.46784
24,16,64,-1,-1,-1,-1,-1,18.439169,1,18.503679
25,16,64,-1,-1,-1,-1,-1,18.453505,1,18.519039
26,16,64,-1,-1,-1,-1,-1,18.436096,1,18.479103
27,16,64,-1,-1,-1,-1,-1,18.44224,1,18.499584
28,16,64,-1,-1,-1,-1,-1,18.433023,1,18.495487
29,16,64,-1,-1,-1,-1,-1,18.435072,1,18.479103
30,16,64,-1,-1,-1,-1,-1,18.454529,1,18.497536
31,16,64,-1,-1,-1,-1,-1,18.438145,1,18.495487
32,16,64,-1,-1,-1,-1,-1,18.45248,1,18.51392
33,16,64,-1,-1,-1,-1,-1,18.461697,1,18.526209
34,16,64,-1,-1,-1,-1,-1,18.429953,1,18.486273
35,16,64,-1,-1,-1,-1,-1,18.462721,1,18.52928
36,16,64,-1,-1,-1,-1,-1,18.454529,1,18.496511
37,16,64,-1,-1,-1,-1,-1,18.450432,1,18.519039
38,16,64,-1,-1,-1,-1,-1,18.451456,1,18.510847
39,16,64,-1,-1,-1,-1,-1,18.463743,1,18.531328
40,16,64,-1,-1,-1,-1,-1,18.450432,1,18.523136
41,16,64,-1,-1,-1,-1,-1,18.471935,1,18.538496
42,16,64,-1,-1,-1,-1,-1,18.456575,1,18.520063
43,16,64,-1,-1,-1,-1,-1,18.443264,1,18.510847
44,16,64,-1,-1,-1,-1,-1,18.473984,1,18.515968
45,16,64,-1,-1,-1,-1,-1,18.463743,1,18.522112
46,16,64,-1,-1,-1,-1,-1,18.475008,1,18.540545
47,16,64,-1,-1,-1,-1,-1,18.528255,1,18.584576
48,16,64,-1,-1,-1,-1,-1,18.484224,1,18.549761
49,16,64,-1,-1,-1,-1,-1,18.479103,1,18.543615
50,16,64,-1,-1,-1,-1,-1,18.725887,1,18.791424
