step,sched_reqs,sched_tokens,batch,num_query_tokens,sum_seq_len,num_spec_tokens,draft_ms,target_fwd_ms,n_target_fwd,step_ms
0,64,128,-1,-1,-1,-1,-1,28.823551,1,2977.721436
1,64,64,-1,-1,-1,-1,-1,18.042879,1,19.707905
2,0,-1,-1,-1,-1,-1,-1,-1,0,0.004096
3,1,1025,-1,-1,-1,-1,-1,-1,0,92.888062
4,10,8192,-1,-1,-1,-1,-1,-1,0,502.592499
5,18,8192,-1,-1,-1,-1,-1,-1,0,489.03067
6,26,8192,-1,-1,-1,-1,-1,-1,0,497.217529
7,34,8192,-1,-1,-1,-1,-1,-1,0,495.138824
8,42,8192,-1,-1,-1,-1,-1,-1,0,502.594574
9,50,8192,-1,-1,-1,-1,-1,-1,0,502.37439
10,58,8192,-1,-1,-1,-1,-1,-1,0,506.080261
11,64,6445,-1,-1,-1,-1,-1,-1,0,410.701813
12,64,64,-1,-1,-1,-1,-1,22.201344,1,22.247423
13,64,64,-1,-1,-1,-1,-1,21.955584,1,22.002687
14,64,64,-1,-1,-1,-1,-1,21.77536,1,21.820415
15,64,64,-1,-1,-1,-1,-1,21.682177,1,21.727232
16,64,64,-1,-1,-1,-1,-1,21.724159,1,21.768192
17,64,64,-1,-1,-1,-1,-1,21.724159,1,21.768192
18,64,64,-1,-1,-1,-1,-1,21.689344,1,21.7344
19,64,64,-1,-1,-1,-1,-1,21.638144,1,21.704704
20,64,64,-1,-1,-1,-1,-1,21.6576,1,21.724159
21,64,64,-1,-1,-1,-1,-1,21.643265,1,21.709824
22,64,64,-1,-1,-1,-1,-1,21.652479,1,21.720064
23,64,64,-1,-1,-1,-1,-1,21.634048,1,21.693439
24,64,64,-1,-1,-1,-1,-1,21.66272,1,21.722113
25,64,64,-1,-1,-1,-1,-1,21.67808,1,21.737473
26,64,64,-1,-1,-1,-1,-1,21.67296,1,21.740543
27,64,64,-1,-1,-1,-1,-1,21.650433,1,21.71904
28,64,64,-1,-1,-1,-1,-1,21.664768,1,21.709824
29,64,64,-1,-1,-1,-1,-1,21.660671,1,21.704704
30,64,64,-1,-1,-1,-1,-1,21.671936,1,21.716991
31,64,64,-1,-1,-1,-1,-1,21.675009,1,21.721088
32,64,64,-1,-1,-1,-1,-1,21.654528,1,21.707775
33,64,64,-1,-1,-1,-1,-1,21.654528,1,21.698561
34,64,64,-1,-1,-1,-1,-1,21.687296,1,21.731327
35,64,64,-1,-1,-1,-1,-1,21.686272,1,21.751808
36,64,64,-1,-1,-1,-1,-1,21.661695,1,21.721088
37,64,64,-1,-1,-1,-1,-1,21.670912,1,21.731327
38,64,64,-1,-1,-1,-1,-1,21.67296,1,21.733376
39,64,64,-1,-1,-1,-1,-1,21.665792,1,21.733376
40,64,64,-1,-1,-1,-1,-1,21.679104,1,21.745665
41,64,64,-1,-1,-1,-1,-1,21.680128,1,21.746689
42,64,64,-1,-1,-1,-1,-1,21.664768,1,21.732351
43,64,64,-1,-1,-1,-1,-1,21.713921,1,21.780479
44,64,64,-1,-1,-1,-1,-1,21.705729,1,21.748735
45,64,64,-1,-1,-1,-1,-1,21.710848,1,21.754881
46,64,64,-1,-1,-1,-1,-1,21.707775,1,21.752832
47,64,64,-1,-1,-1,-1,-1,21.707775,1,21.755903
48,64,64,-1,-1,-1,-1,-1,21.713921,1,21.758976
49,64,64,-1,-1,-1,-1,-1,21.702656,1,21.746689
50,64,64,-1,-1,-1,-1,-1,21.713921,1,21.757952
51,64,64,-1,-1,-1,-1,-1,21.716991,1,21.784576
52,64,64,-1,-1,-1,-1,-1,21.7344,1,21.793793
53,64,64,-1,-1,-1,-1,-1,21.724159,1,21.783552
54,64,64,-1,-1,-1,-1,-1,21.718016,1,21.777409
55,64,64,-1,-1,-1,-1,-1,21.7344,1,21.801985
56,64,64,-1,-1,-1,-1,-1,21.725183,1,21.791744
57,64,64,-1,-1,-1,-1,-1,21.733376,1,21.797888
58,64,64,-1,-1,-1,-1,-1,21.736448,1,21.804031
59,64,64,-1,-1,-1,-1,-1,21.747711,1,21.815296
60,64,64,-1,-1,-1,-1,-1,21.754881,1,21.800961
61,64,64,-1,-1,-1,-1,-1,21.739519,1,21.784576
62,64,64,-1,-1,-1,-1,-1,21.748735,1,21.792768
63,64,64,-1,-1,-1,-1,-1,21.76512,1,21.810177
64,64,64,-1,-1,-1,-1,-1,21.777409,1,21.82144
65,64,64,-1,-1,-1,-1,-1,21.764095,1,21.808128
66,64,64,-1,-1,-1,-1,-1,21.769217,1,21.813248
67,64,64,-1,-1,-1,-1,-1,21.783552,1,21.851135
68,64,64,-1,-1,-1,-1,-1,21.777409,1,21.846016
69,64,64,-1,-1,-1,-1,-1,21.784576,1,21.843967
70,64,64,-1,-1,-1,-1,-1,21.810177,1,21.87776
71,64,64,-1,-1,-1,-1,-1,21.783552,1,21.851135
72,64,64,-1,-1,-1,-1,-1,21.829632,1,21.890047
73,64,64,-1,-1,-1,-1,-1,21.812223,1,21.879808
74,64,64,-1,-1,-1,-1,-1,21.843967,1,21.911552
75,64,64,-1,-1,-1,-1,-1,21.841921,1,21.899263
76,64,64,-1,-1,-1,-1,-1,21.834751,1,21.879808
77,64,64,-1,-1,-1,-1,-1,21.843967,1,21.888
78,64,64,-1,-1,-1,-1,-1,21.817345,1,21.860352
79,64,64,-1,-1,-1,-1,-1,21.853184,1,21.897217
80,64,64,-1,-1,-1,-1,-1,21.870592,1,21.915648
81,64,64,-1,-1,-1,-1,-1,21.838848,1,21.881857
82,64,64,-1,-1,-1,-1,-1,21.888,1,21.932032
83,64,64,-1,-1,-1,-1,-1,21.885952,1,21.950464
84,64,64,-1,-1,-1,-1,-1,21.869568,1,21.927937
85,64,64,-1,-1,-1,-1,-1,21.881857,1,21.948416
86,64,64,-1,-1,-1,-1,-1,21.895168,1,21.961727
87,64,64,-1,-1,-1,-1,-1,21.876736,1,21.935104
88,64,64,-1,-1,-1,-1,-1,21.898239,1,21.9648
89,64,64,-1,-1,-1,-1,-1,21.931007,1,21.997568
90,64,64,-1,-1,-1,-1,-1,21.911552,1,21.979136
91,64,64,-1,-1,-1,-1,-1,21.90848,1,21.977089
92,64,64,-1,-1,-1,-1,-1,21.93408,1,21.98016
93,64,64,-1,-1,-1,-1,-1,21.940224,1,21.984257
94,64,64,-1,-1,-1,-1,-1,21.917696,1,21.962751
95,64,64,-1,-1,-1,-1,-1,21.936129,1,21.98016
96,64,64,-1,-1,-1,-1,-1,21.921791,1,21.965824
97,64,64,-1,-1,-1,-1,-1,21.956608,1,22.000641
98,64,64,-1,-1,-1,-1,-1,21.97504,1,22.020096
99,64,64,-1,-1,-1,-1,-1,21.972992,1,22.039553
100,64,64,-1,-1,-1,-1,-1,21.974016,1,22.041599
101,64,64,-1,-1,-1,-1,-1,21.966848,1,22.024193
102,64,64,-1,-1,-1,-1,-1,21.958656,1,22.028288
103,64,64,-1,-1,-1,-1,-1,21.969919,1,22.03648
104,64,64,-1,-1,-1,-1,-1,21.976065,1,22.042624
105,64,64,-1,-1,-1,-1,-1,21.991425,1,22.059008
106,64,64,-1,-1,-1,-1,-1,21.960705,1,22.019072
107,64,64,-1,-1,-1,-1,-1,21.998592,1,22.055937
108,64,64,-1,-1,-1,-1,-1,22.009855,1,22.052864
109,64,64,-1,-1,-1,-1,-1,22.004736,1,22.048767
110,64,64,-1,-1,-1,-1,-1,22.042624,1,22.087681
111,64,64,-1,-1,-1,-1,-1,22.016001,1,22.059008
112,64,64,-1,-1,-1,-1,-1,22.030336,1,22.074368
113,64,64,-1,-1,-1,-1,-1,22.032385,1,22.088703
114,64,64,-1,-1,-1,-1,-1,22.033407,1,22.078465
115,64,64,-1,-1,-1,-1,-1,22.055937,1,22.121471
116,64,64,-1,-1,-1,-1,-1,22.042624,1,22.110209
117,64,1072,-1,-1,-1,-1,-1,-1,0,92.678146
118,64,64,-1,-1,-1,-1,-1,22.329344,1,22.395905
119,64,1072,-1,-1,-1,-1,-1,-1,0,93.040642
120,64,1072,-1,-1,-1,-1,-1,-1,0,93.780991
121,64,64,-1,-1,-1,-1,-1,22.350847,1,22.418432
122,64,3088,-1,-1,-1,-1,-1,-1,0,212.321274
123,64,3087,-1,-1,-1,-1,-1,-1,0,213.081085
124,64,1072,-1,-1,-1,-1,-1,-1,0,94.39949
125,64,64,-1,-1,-1,-1,-1,22.367231,1,22.411264
126,64,4095,-1,-1,-1,-1,-1,-1,0,267.661316
127,64,3088,-1,-1,-1,-1,-1,-1,0,213.964798
128,64,1072,-1,-1,-1,-1,-1,-1,0,94.403587
129,64,3087,-1,-1,-1,-1,-1,-1,0,212.326401
130,64,1071,-1,-1,-1,-1,-1,-1,0,94.537727
131,64,4095,-1,-1,-1,-1,-1,-1,0,268.695557
132,64,2080,-1,-1,-1,-1,-1,-1,0,155.874298
133,64,2080,-1,-1,-1,-1,-1,-1,0,155.204605
134,64,1072,-1,-1,-1,-1,-1,-1,0,93.740028
135,64,2080,-1,-1,-1,-1,-1,-1,0,155.097092
136,64,2079,-1,-1,-1,-1,-1,-1,0,155.031555
137,64,4095,-1,-1,-1,-1,-1,-1,0,268.187653
138,64,3088,-1,-1,-1,-1,-1,-1,0,214.511612
139,64,2080,-1,-1,-1,-1,-1,-1,0,155.509766
140,64,4096,-1,-1,-1,-1,-1,-1,0,266.615814
141,64,2080,-1,-1,-1,-1,-1,-1,0,155.052032
142,64,2079,-1,-1,-1,-1,-1,-1,0,154.878983
143,64,1072,-1,-1,-1,-1,-1,-1,0,93.469696
144,64,1071,-1,-1,-1,-1,-1,-1,0,92.86451
145,64,64,-1,-1,-1,-1,-1,22.175743,1,22.247423
146,64,3086,-1,-1,-1,-1,-1,-1,0,213.020676
